"id","pesid","data_inversa","dia_semana","horario","uf","br","km","municipio","causa_acidente","tipo_acidente","classificacao_acidente","fase_dia","sentido_via","condicao_metereologica","tipo_pista","tracado_via","uso_solo","id_veiculo","tipo_veiculo","marca","ano_fabricacao_veiculo","tipo_envolvido","estado_fisico","idade","sexo","nacionalidade","naturalidade"
173770,446587,"01/01/2007","Segunda","01:20:00","SP","101","45","UBATUBA","Outras","Capotamento","Com Vítimas Feridas","Plena noite","Decrescente","Chuva","Simples ","Reta      ","Urbano","328144","Camioneta","VW/SAVEIRO 1.6","1998","Condutor","Ileso       ",21,"Masculino","Brasil","Campos Do Jordao"
173770,446595,"01/01/2007","Segunda","01:20:00","SP","101","45","UBATUBA","Outras","Capotamento","Com Vítimas Feridas","Plena noite","Decrescente","Chuva","Simples ","Reta      ","Urbano","328144","Camioneta","VW/SAVEIRO 1.6","1998","Passageiro","Ferido Leve ",27,"Não Informado","Brasil","Não Informado"
173770,446596,"01/01/2007","Segunda","01:20:00","SP","101","45","UBATUBA","Outras","Capotamento","Com Vítimas Feridas","Plena noite","Decrescente","Chuva","Simples ","Reta      ","Urbano","328144","Camioneta","VW/SAVEIRO 1.6","1998","Passageiro","Ferido Leve ",-1,"Masculino","Brasil","Não Informado"
173771,446584,"01/01/2007","Segunda","06:45:00","RS","386","324.4","MARQUES DE SOUZA","Falta de atenção","Colisão Transversal","Com Vítimas Feridas","Pleno dia","Crescente  ","Sol","Simples ","Reta      ","Urbano","328148","Automóvel","GM/MONZA CLASSIC SE EFI                           ","1991","Condutor","Ferido Leve ",22,"Masculino","Brasil","Lajeado"
173771,446586,"01/01/2007","Segunda","06:45:00","RS","386","324.4","MARQUES DE SOUZA","Falta de atenção","Colisão Transversal","Com Vítimas Feridas","Pleno dia","Crescente  ","Sol","Simples ","Reta      ","Urbano","328149","Automóvel","VW/GOL 16V                                        ","1998","Condutor","Ileso       ",32,"Masculino","Brasil","Fontoura Xavier"
173772,446583,"01/01/2007","Segunda","00:20:00","PB","104","86.1","REMIGIO","Falta de atenção","Atropelamento de pessoa","Com Vítimas Fatais ","Plena noite","Decrescente","Chuva","Simples ","Reta      ","Rural ","(null)","(null)","(null)","(null)","Pedestre","Morto       ",24,"Masculino","Brasil","Areia"
173774,447679,"01/01/2007","Segunda","01:00:00","SP","116","273.7","TABOAO DA SERRA","Outras","Colisão com objeto fixo","Com Vítimas Feridas","Plena noite","Decrescente","Chuva","Dupla   ","Reta      ","Urbano","328712","Automóvel","GM/CORSA WIND                                     ","    ","Condutor","Ferido Grave",22,"Feminino","Brasil","Embu"
173776,451165,"01/01/2007","Segunda","02:30:00","PR","376","624.2","SAO JOSE DOS PINHAIS","Velocidade incompatível","Capotamento","Sem Vítimas        ","Plena noite","Decrescente","Chuva","Dupla   ","Reta      ","Rural ","330573","Automóvel","I/GM CORSA CLASSIC","    ","Condutor","Ileso       ",25,"Masculino","Brasil","Quedas Do Iguacu"
173781,450892,"01/01/2007","Segunda","06:30:00","SC","116","190.1","SAO CRISTOVAO DO SUL","Defeito mecânico em veículo","Capotamento","Com Vítimas Feridas","Amanhecer","Crescente  ","Nevoeiro/neblina","Simples ","Curva     ","Rural ","330436","Automóvel","(null)","1976","Condutor","Ferido Leve ",46,"Masculino","Brasil","Não Informado"
173781,451249,"01/01/2007","Segunda","06:30:00","SC","116","190.1","SAO CRISTOVAO DO SUL","Defeito mecânico em veículo","Capotamento","Com Vítimas Feridas","Amanhecer","Crescente  ","Nevoeiro/neblina","Simples ","Curva     ","Rural ","330436","Automóvel","(null)","1976","Passageiro","Ferido Leve ",44,"Feminino","Brasil","Campo Belo Do Sul"
173781,451257,"01/01/2007","Segunda","06:30:00","SC","116","190.1","SAO CRISTOVAO DO SUL","Defeito mecânico em veículo","Capotamento","Com Vítimas Feridas","Amanhecer","Crescente  ","Nevoeiro/neblina","Simples ","Curva     ","Rural ","330436","Automóvel","(null)","1976","Passageiro","Ferido Leve ",15,"Feminino","Brasil","Campos Novos"
173789,446643,"01/01/2007","Segunda","07:45:00","PR","277","598","CASCAVEL","Falta de atenção","Saída de Pista","Com Vítimas Feridas","Pleno dia","Decrescente","Ceu Claro","Dupla   ","Reta      ","Rural ","328182","Automóvel","GM/ASTRA SEDAN","2003","Condutor","Ferido Leve ",33,"Masculino","Brasil","Erechim"
