id_subsistema;id_estado;nom_modalidadeoperacao;nom_conjuntousina;nom_usina;id_ons;ceg;din_instante;val_ventoverificado;flg_dadoventoinvalido;val_geracaoestimada;val_geracaoverificada
NE;CE;Tipo II-C;Conj. Papagaios;Cajucoco;CEUECJ;EOL.CV.CE.030294-5.01;2025-05-01 00:00:00;6.341;0.0;5.436;0.0
NE;CE;Tipo II-C;Conj. Aracati II;Canoa Quebrada;CEUECQ;EOL.CV.CE.028788-1.01;2025-05-01 00:00:00;9.034;0.0;23.459;25.034
NE;CE;Tipo II-C;Conj. Taíba;Colônia;CEUECL;EOL.CV.CE.030295-3.01;2025-05-01 00:00:00;7.512;0.0;6.554;4.012
NE;CE;Tipo II-C;Conj. Papagaios;Coqueiros;CEUECO;EOL.CV.CE.030282-1.01;2025-05-01 00:00:00;5.44;0.0;3.815;0.0
NE;CE;Tipo II-C;Conj. Faísa;Embuaca;CEUEEM;EOL.CV.CE.030336-4.01;2025-05-01 00:00:00;6.75;0.0;5.723;3.372
NE;CE;Tipo II-C;Conj. Aracati II;Enacel;CEUEEN;EOL.CV.CE.028770-9.01;2025-05-01 00:00:00;9.313;0.0;14.548;13.505
NE;CE;Tipo II-B;;Eólica Cataventos do Acaraú I;CEECVA;EOL.CV.CE.033756-0.01;2025-05-01 00:00:00;0.0;1.0;0.0;2.436
NE;CE;Tipo II-C;Conj. Trairí;Estrela;CEEEST;EOL.CV.CE.032010-2.01;2025-05-01 00:00:00;4.359;0.0;2.035;2.72
NE;CE;Tipo II-C;Conj. Faísa;Faísa I;CEUEFU;EOL.CV.CE.030352-6.01;2025-05-01 00:00:00;5.517;0.0;3.09;0.785
NE;CE;Tipo II-C;Conj. Faísa;Faísa II;CEUEFD;EOL.CV.CE.030331-3.01;2025-05-01 00:00:00;5.208;0.0;2.704;1.112
NE;CE;Tipo II-C;Conj. Faísa;Faísa III;CEUEFT;EOL.CV.CE.030332-1.01;2025-05-01 00:00:00;4.089;0.0;1.628;0.685
NE;CE;Tipo II-C;Conj. Faísa;Faísa IV;CEUEFQ;EOL.CV.CE.030329-1.01;2025-05-01 00:00:00;5.759;0.0;2.807;0.806
NE;CE;Tipo II-C;Conj. Faísa;Faísa V;CEUEFC;EOL.CV.CE.030309-7.01;2025-05-01 00:00:00;5.701;0.0;3.498;1.476
NE;CE;Tipo II-C;Conj. Trairí;Fleixeiras I;CEUEFL;EOL.CV.CE.030670-3.01;2025-05-01 00:00:00;6.549;0.0;6.412;5.346
NE;CE;Tipo II-C;Conj. Santo Inácio;Garrote;CEEGRR;EOL.CV.CE.035197-0.01;2025-05-01 00:00:00;9.106;0.0;15.128;13.668
NE;CE;Tipo II-C;Conj. Pitombeira;Goiabeira;CEEGOB;EOL.CV.CE.030920-6.01;2025-05-01 00:00:00;6.125;1.0;0.0;12.734
NE;CE;Tipo II-C;Conj. Santo Inácio;Gravier;CEEGRV;EOL.CV.CE.040794-1.01;2025-05-01 00:00:00;8.03;0.0;31.138;30.484
NE;CE;Tipo II-C;Conj. Trairí;Guajirú;CEUEGU;EOL.CV.CE.030663-0.01;2025-05-01 00:00:00;7.026;0.0;8.118;12.017
NE;CE;Tipo II-C;Conj. Icaraí;Icaraí I;CEUEIU;EOL.CV.CE.030372-0.01;2025-05-01 00:00:00;4.74;0.0;2.099;2.673
NE;CE;Tipo II-C;Conj. Icaraí;Icaraí II;CEUEID;EOL.CV.CE.030356-9.01;2025-05-01 00:00:00;4.381;0.0;2.479;2.156
NE;CE;Tipo I;;Icaraizinho;CEUCZ;EOL.CV.CE.028699-0.01;2025-05-01 00:00:00;6.988;0.0;10.109;9.19
NE;CE;Tipo II-C;Conj. Icaraí;Ilha Grande;CEUEIG;EOL.CV.CE.030691-6.01;2025-05-01 00:00:00;4.121;0.0;2.026;0.452
NE;CE;Tipo II-C;Conj. Itarema V;Itarema I;CEEIT1;EOL.CV.CE.031485-4.01;2025-05-01 00:00:00;7.509;0.0;11.137;7.439
NE;CE;Tipo II-C;Conj. Itarema V;Itarema II;CEEIT2;EOL.CV.CE.031483-8.01;2025-05-01 00:00:00;7.489;0.0;9.117;5.729
NE;CE;Tipo II-C;Conj. Itarema V;Itarema III;CEEIT3;EOL.CV.CE.031484-6.01;2025-05-01 00:00:00;7.173;0.0;3.741;2.791
NE;CE;Tipo II-C;Conj. Itarema V;Itarema IV;CEEIT4;EOL.CV.CE.031813-2.01;2025-05-01 00:00:00;6.497;0.0;4.612;3.708
NE;CE;Tipo II-C;Conj. Itarema V;Itarema IX;CEEIT9;EOL.CV.CE.031814-0.01;2025-05-01 00:00:00;5.336;0.0;4.318;3.027
NE;CE;Tipo II-C;Conj. Itarema V;Itarema V;CEEIT5;EOL.CV.CE.031482-0.01;2025-05-01 00:00:00;3.014;0.0;0.671;2.137
NE;CE;Tipo II-C;Conj. Itarema V;Itarema VI;CEEIT6;EOL.CV.CE.031815-9.01;2025-05-01 00:00:00;6.187;0.0;6.118;4.412
NE;CE;Tipo II-C;Conj. Itarema V;Itarema VII;CEEIT7;EOL.CV.CE.031816-7.01;2025-05-01 00:00:00;4.775;0.0;1.523;2.524
NE;CE;Tipo II-C;Conj. Itarema V;Itarema VIII;CEEIT8;EOL.CV.CE.031817-5.01;2025-05-01 00:00:00;4.008;0.0;1.822;1.319
NE;CE;Tipo II-C;Conj. Jandaia;Jandaia;CEEJAI;EOL.CV.CE.030929-0.01;2025-05-01 00:00:00;3.797;1.0;0.0;16.659
NE;CE;Tipo II-C;Conj. Jandaia;Jandaia I;CEEJAU;EOL.CV.CE.030907-9.01;2025-05-01 00:00:00;5.063;1.0;0.0;10.059
NE;CE;Tipo II-C;Conj. Kairos;Kairos Wind 1;CEKW01;EOL.CV.CE.032485-0.01;2025-05-01 00:00:00;8.281;0.0;18.939;19.286
NE;CE;Tipo II-C;Conj. Kairos;Kairos Wind 2;CEKW02;EOL.CV.CE.041922-2.01;2025-05-01 00:00:00;7.309;0.0;13.061;12.929
NE;CE;Tipo II-B;;Malhadinha 1;CEEMAU;EOL.CV.CE.030841-2.01;2025-05-01 00:00:00;10.295;0.0;15.501;15.582
NE;CE;Tipo II-C;Conj. Trairí;Mundaú;CEUEMU;EOL.CV.CE.030656-8.01;2025-05-01 00:00:00;7.032;0.0;4.392;3.449
NE;CE;Tipo II-C;Conj. Jandaia;Nossa Senhora de Fátima;CEENSF;EOL.CV.CE.030930-3.01;2025-05-01 00:00:00;4.063;1.0;0.0;10.89
NE;CE;Tipo II-C;Conj. Trairí;Ouro Verde;CEEOVE;EOL.CV.CE.032012-9.01;2025-05-01 00:00:00;5.823;0.0;5.591;1.58
NE;CE;Tipo II-C;Conj. Pedra Cheirosa;Pedra Cheirosa;CEECH1;EOL.CV.CE.031736-5.01;2025-05-01 00:00:00;7.699;0.0;8.701;5.199
NE;CE;Tipo II-C;Conj. Pedra Cheirosa;Pedra Cheirosa II;CEECH2;EOL.CV.CE.031698-9.01;2025-05-01 00:00:00;7.107;0.0;8.172;3.598
NE;CE;Tipo II-C;Conj. Pitombeira;Pitombeira;CEEPTM;EOL.CV.CE.030926-5.01;2025-05-01 00:00:00;9.373;0.0;11.289;10.776
NE;CE;Tipo II-C;Conj. Acaraú II;Praia do Morgado;CEUEPM;EOL.CV.CE.028440-8.01;2025-05-01 00:00:00;6.359;0.0;5.689;0.354
NE;CE;Tipo I;;Praia Formosa;CEUFM;EOL.CV.CE.028631-1.01;2025-05-01 00:00:00;6.875;0.0;15.972;6.979
NE;CE;Tipo II-C;Conj. Icaraí;Ribeirão;CEUERB;EOL.CV.CE.030695-9.01;2025-05-01 00:00:00;4.598;0.0;2.273;0.418
NE;CE;Tipo II-C;Conj. Pitombeira;Santa Catarina;CEESCT;EOL.CV.CE.030924-9.01;2025-05-01 00:00:00;8.295;0.0;10.512;10.454
NE;CE;Tipo II-C;Conj. Trairí;Santa Mônica I;CEESMA;EOL.CV.CE.032013-7.01;2025-05-01 00:00:00;5.56;0.0;2.562;3.204
NE;CE;Tipo II-C;Conj. Faísa;Santo Antônio de Pádua;CEUEAP;EOL.CV.CE.030916-8.01;2025-05-01 00:00:00;6.403;0.0;2.903;1.862
NE;CE;Tipo II-C;Conj. Santo Inácio;Santo Inácio III;CEESI3;EOL.CV.CE.035217-9.01;2025-05-01 00:00:00;8.96;0.0;15.084;17.959
NE;CE;Tipo II-C;Conj. Santo Inácio;Santo Inácio IV;CEESI4;EOL.CV.CE.031866-3.01;2025-05-01 00:00:00;9.22;0.0;16.04;16.014
NE;CE;Tipo II-C;Conj. Jandaia;São Clemente;CEESCL;EOL.CV.CE.030927-3.01;2025-05-01 00:00:00;7.406;1.0;0.0;10.489
NE;CE;Tipo II-C;Conj. Faísa;São Cristovão;CEUESC;EOL.CV.CE.030912-5.01;2025-05-01 00:00:00;7.129;0.0;6.08;3.848
NE;CE;Tipo II-C;Conj. Jandaia;São Januário;CEESJN;EOL.CV.CE.030921-4.01;2025-05-01 00:00:00;5.156;1.0;0.0;10.95
NE;CE;Tipo II-C;Conj. Faísa;São Jorge;CEUESJ;EOL.CV.CE.030911-7.01;2025-05-01 00:00:00;7.493;0.0;5.394;2.867
NE;CE;Tipo II-C;Conj. Santo Inácio;São Raimundo;CEESRM;EOL.CV.CE.035219-5.01;2025-05-01 00:00:00;8.829;0.0;14.03;15.287
NE;CE;Tipo II-C;Conj. Serra do Mato;Serra do Mato I;CEESM1;EOL.CV.CE.032375-6.01;2025-05-01 00:00:00;4.515;0.0;1.544;0.893
NE;CE;Tipo II-C;Conj. Serra do Mato;Serra do Mato II;CEESM2;EOL.CV.CE.032376-4.01;2025-05-01 00:00:00;3.476;0.0;0.966;0.841
NE;CE;Tipo II-C;Conj. Serra do Mato;Serra do Mato III;CEESM3;EOL.CV.CE.032377-2.01;2025-05-01 00:00:00;2.946;0.0;0.758;1.151
NE;CE;Tipo II-C;Conj. Serra do Mato;Serra do Mato IV;CEESM4;EOL.CV.CE.032378-0.01;2025-05-01 00:00:00;4.094;1.0;0.0;1.954
NE;CE;Tipo II-C;Conj. Serra do Mato;Serra do Mato V;CEESM5;EOL.CV.CE.032453-1.01;2025-05-01 00:00:00;4.503;0.0;1.936;0.878
NE;CE;Tipo II-C;Conj. Serra do Mato;Serra do Mato VI;CEESM6;EOL.CV.CE.032379-9.01;2025-05-01 00:00:00;2.958;0.0;0.663;0.694
NE;CE;Tipo II-C;Conj. Serrote A;Serrote I;CEESR1;EOL.CV.CE.040878-6.01;2025-05-01 00:00:00;3.758;0.0;1.499;1.283
NE;CE;Tipo II-C;Conj. Serrote A;Serrote II;CEESR2;EOL.CV.CE.040879-4.01;2025-05-01 00:00:00;3.764;0.0;1.265;0.694
NE;CE;Tipo II-C;Conj. Serrote A;Serrote III;CEESR3;EOL.CV.CE.040880-8.01;2025-05-01 00:00:00;3.758;0.0;1.028;0.391
NE;CE;Tipo II-C;Conj. Serrote A;Serrote IV;CEESR4;EOL.CV.CE.040881-6.01;2025-05-01 00:00:00;3.76;0.0;1.125;0.011
NE;CE;Tipo II-C;Conj. Serrote A;Serrote V;CEESR5;EOL.CV.CE.040882-4.01;2025-05-01 00:00:00;2.991;0.0;0.732;0.539
NE;CE;Tipo II-C;Conj. Serrote A;Serrote VI;CEESR6;EOL.CV.CE.040883-2.01;2025-05-01 00:00:00;4.811;0.0;2.913;3.081
NE;CE;Tipo II-C;Conj. Serrote A;Serrote VII;CEESR7;EOL.CV.CE.040884-0.01;2025-05-01 00:00:00;3.459;0.0;1.194;0.789
NE;CE;Tipo II-C;Conj. Serrote A;Serrote VIII;CEESR8;EOL.CV.CE.040885-9.01;2025-05-01 00:00:00;3.295;0.0;0.994;0.617
NE;CE;Tipo II-C;Conj. Taíba;Taíba Águia;CEUEAG;EOL.CV.CE.028857-8.01;2025-05-01 00:00:00;7.589;0.0;11.069;6.375
NE;CE;Tipo II-C;Conj. Taíba;Taíba Andorinha;CEUEAD;EOL.CV.CE.030373-9.01;2025-05-01 00:00:00;7.348;0.0;4.448;4.061
NE;CE;Tipo II-C;Conj. Trairí;Trairí;CEUETR;EOL.CV.CE.030662-2.01;2025-05-01 00:00:00;6.603;0.0;4.055;3.211
NE;CE;Tipo II-C;Conj. Pitombeira;Ubatuba;CEEUBA;EOL.CV.CE.030918-4.01;2025-05-01 00:00:00;6.562;1.0;0.0;6.659
NE;CE;Tipo II-C;Conj. Santa Rosália;Vento Formoso;CEEVFO;EOL.CV.CE.030595-2.01;2025-05-01 00:00:00;10.297;0.0;24.576;22.606
NE;CE;Tipo II-C;Conj. Pitombeira;Ventos de Horizonte;CEEVHZ;EOL.CV.CE.030925-7.01;2025-05-01 00:00:00;7.761;0.0;8.057;8.906
NE;CE;Tipo II-C;Conj. Santa Rosália;Ventos de Tianguá;CEEVTI;EOL.CV.CE.030585-5.01;2025-05-01 00:00:00;10.848;0.0;24.749;23.3
NE;CE;Tipo II-C;Conj. Santa Rosália;Ventos de Tianguá Norte;CEEVTN;EOL.CV.CE.030584-7.01;2025-05-01 00:00:00;10.037;0.0;25.709;22.061
NE;CE;Tipo II-C;Conj. Santa Rosália;Ventos do Morro do Chapéu;CEEVMC;EOL.CV.CE.030582-0.01;2025-05-01 00:00:00;10.892;0.0;24.878;23.614
NE;CE;Tipo II-C;Conj. Santa Rosália;Ventos do Parazinho;CEEVPA;EOL.CV.CE.030596-0.01;2025-05-01 00:00:00;11.112;0.0;25.821;24.566
NE;CE;Tipo II-C;Conj. Acaraú II;Volta do Rio;CEUEVR;EOL.CV.CE.028441-6.01;2025-05-01 00:00:00;2.989;1.0;0.0;11.534
NE;PB;Tipo II-C;Conj. Chafariz Norte;Canoas 2;PBCN2;EOL.CV.PB.035181-4.01;2025-05-01 00:00:00;4.422;0.0;3.791;2.571
NE;PB;Tipo II-C;Conj. Chafariz Norte;Canoas 3;PBCN3;EOL.CV.PB.037952-2.01;2025-05-01 00:00:00;5.387;0.0;4.676;2.975
NE;PB;Tipo II-C;Conj. Chafariz Norte;Canoas 4;PBCN4;EOL.CV.PB.037953-0.01;2025-05-01 00:00:00;4.116;0.0;3.556;3.488
NE;PB;Tipo II-C;Conj. Chafariz Sul II;Chafariz 1;PBCH1;EOL.CV.PB.034639-0.01;2025-05-01 00:00:00;5.725;0.0;5.625;4.419
NE;PB;Tipo II-C;Conj. Chafariz Sul II;Chafariz 2;PBCH2;EOL.CV.PB.034640-3.01;2025-05-01 00:00:00;5.048;0.0;7.592;3.833
NE;PB;Tipo II-C;Conj. Chafariz Sul II;Chafariz 3;PBCH3;EOL.CV.PB.034642-0.01;2025-05-01 00:00:00;6.165;0.0;7.865;7.221
NE;PB;Tipo II-C;Conj. Chafariz Sul I;Chafariz 4;PBCH4;EOL.CV.PB.034644-6.01;2025-05-01 00:00:00;7.288;0.0;22.33;6.845
NE;PB;Tipo II-C;Conj. Chafariz Sul I;Chafariz 5;PBCH5;EOL.CV.PB.034646-2.01;2025-05-01 00:00:00;3.862;0.0;2.853;2.017
NE;PB;Tipo II-C;Conj. Chafariz Sul II;Chafariz 6;PBCH6;EOL.CV.PB.035184-9.01;2025-05-01 00:00:00;4.577;0.0;3.748;1.853
NE;PB;Tipo II-C;Conj. Chafariz Sul II;Chafariz 7;PBCH7;EOL.CV.PB.037958-1.01;2025-05-01 00:00:00;4.413;0.0;3.779;3.205
NE;PB;Tipo II-C;Conj. Chafariz Norte;Lagoa 3;PBLG3;EOL.CV.PB.038029-6.01;2025-05-01 00:00:00;3.78;0.0;2.656;1.208
NE;PB;Tipo II-C;Conj. Chafariz Norte;Lagoa 4;PBLG4;EOL.CV.PB.038030-0.01;2025-05-01 00:00:00;4.094;0.0;1.464;0.599
NE;PB;Tipo II-C;Conj. Serra do Seridó;Serra do Seridó II;PBSS02;EOL.CV.PB.035225-0.01;2025-05-01 00:00:00;6.778;0.0;5.52;5.174
NE;PB;Tipo II-C;Conj. Serra do Seridó;Serra do Seridó III;PBSS03;EOL.CV.PB.035226-8.01;2025-05-01 00:00:00;6.938;0.0;19.749;21.026
NE;PB;Tipo II-C;Conj. Serra do Seridó;Serra do Seridó IV;PBSS04;EOL.CV.PB.035227-6.01;2025-05-01 00:00:00;7.745;0.0;22.054;23.09
NE;PB;Tipo II-C;Conj. Serra do Seridó;Serra do Seridó IX;PBSS09;EOL.CV.PB.040613-9.01;2025-05-01 00:00:00;7.483;0.0;21.106;16.501
NE;PB;Tipo II-C;Conj. Serra do Seridó;Serra do Seridó VI;PBSS06;EOL.CV.PB.038304-0.01;2025-05-01 00:00:00;6.951;0.0;16.749;18.268
NE;PB;Tipo II-C;Conj. Serra do Seridó;Serra do Seridó VII;PBSS07;EOL.CV.PB.038305-8.01;2025-05-01 00:00:00;7.047;0.0;20.901;17.03
NE;PB;Tipo II-C;Conj. Serra do Seridó;Serra do Seridó X;PBSS10;EOL.CV.PB.040615-5.01;2025-05-01 00:00:00;7.726;0.0;13.747;13.54
NE;PB;Tipo II-C;Conj. Serra do Seridó;Serra do Seridó XI;PBSS11;EOL.CV.PB.043275-0.01;2025-05-01 00:00:00;7.131;0.0;18.067;13.442
NE;PB;Tipo II-C;Conj. Serra do Seridó;Serra do Seridó XII;PBSS12;EOL.CV.PB.043276-8.01;2025-05-01 00:00:00;6.217;0.0;6.804;6.253
NE;PB;Tipo II-C;Conj. Serra do Seridó;Serra do Seridó XIV;PBSS14;EOL.CV.PB.043277-6.01;2025-05-01 00:00:00;4.782;0.0;3.469;4.649
NE;PB;Tipo II-C;Conj. Serra do Seridó;Serra do Seridó XVI;PBSS16;EOL.CV.PB.051574-4.01;2025-05-01 00:00:00;6.211;0.0;13.158;10.762
NE;PB;Tipo II-C;Conj. Serra do Seridó;Serra do Seridó XVII;PBSS17;EOL.CV.PB.051575-2.01;2025-05-01 00:00:00;8.238;0.0;20.845;14.839
NE;PB;Tipo II-C;Conj. Chafariz Sul I;Ventos de Arapuá 1;PBVA1;EOL.CV.PB.035240-3.01;2025-05-01 00:00:00;4.625;0.0;2.989;3.342
NE;PB;Tipo II-C;Conj. Chafariz Sul I;Ventos de Arapuá 2;PBVA2;EOL.CV.PB.035241-1.01;2025-05-01 00:00:00;4.986;0.0;5.008;1.574
NE;PB;Tipo II-C;Conj. Chafariz Sul I;Ventos de Arapuá 3;PBVA3;EOL.CV.PB.035242-0.01;2025-05-01 00:00:00;4.757;0.0;1.411;0.805
NE;PE;Tipo II-C;Conj. Tacaratu (Eólico);Pau Ferro;PEUEPF;EOL.CV.PE.030805-6.01;2025-05-01 00:00:00;9.732;0.0;24.947;17.575
NE;PE;Tipo II-C;Conj. Tacaratu II;Pau Ferro II;PEEPF2;EOL.CV.PE.044553-3.01;2025-05-01 00:00:00;11.32;0.0;30.853;43.237
NE;PE;Tipo II-C;Conj. Tacaratu (Eólico);Pedra do Gerônimo;PEUEPG;EOL.CV.PE.030806-4.01;2025-05-01 00:00:00;11.246;0.0;28.567;20.893
NE;PE;Tipo II-C;Conj. Paranatama;Serra das Vacas A;PEESV9;EOL.CV.PE.049353-8.01;2025-05-01 00:00:00;10.443;1.0;0.0;37.287
NE;PE;Tipo II-C;Conj. Paranatama;Serra das Vacas B;PEESV8;EOL.CV.PE.049354-6.01;2025-05-01 00:00:00;10.515;1.0;0.0;33.242
NE;PE;Tipo II-C;Conj. Paranatama;Serra das Vacas I;PEESV1;EOL.CV.PE.031537-0.01;2025-05-01 00:00:00;6.86;0.0;8.978;16.36
NE;PE;Tipo II-C;Conj. Paranatama;Serra das Vacas II;PEESV2;EOL.CV.PE.031540-0.01;2025-05-01 00:00:00;8.494;0.0;13.992;13.974
NE;PE;Tipo II-C;Conj. Paranatama;Serra das Vacas III;PEESV3;EOL.CV.PE.031560-5.01;2025-05-01 00:00:00;8.633;0.0;15.238;13.773
NE;PE;Tipo II-C;Conj. Paranatama;Serra das Vacas IV;PEESV4;EOL.CV.PE.031574-5.01;2025-05-01 00:00:00;8.856;0.0;16.544;16.43
NE;PE;Tipo II-C;Conj. Paranatama;Serra das Vacas V;PEESV5;EOL.CV.PE.032360-8.01;2025-05-01 00:00:00;7.911;0.0;11.827;14.32
NE;PE;Tipo II-C;Conj. Paranatama;Serra das Vacas VII;PEESV7;EOL.CV.PE.032361-6.01;2025-05-01 00:00:00;7.563;0.0;12.841;18.914
NE;PE;Tipo II-C;Conj. Tacaratu (Eólico);Tacaicó;PEUETA;EOL.CV.PE.030789-0.01;2025-05-01 00:00:00;10.699;0.0;17.377;16.72
NE;PE;Tipo II-C;Conj. Tacaratu II;Tacaicó II;PEETA2;EOL.CV.PE.044554-1.01;2025-05-01 00:00:00;8.752;0.0;26.598;48.545
NE;PE;Tipo II-C;Conj. Caetés II;Ventos de Santa Brígida I;PEEBR1;EOL.CV.PE.031365-3.01;2025-05-01 00:00:00;10.412;0.0;11.785;9.678
NE;PE;Tipo II-C;Conj. Caetés II;Ventos de Santa Brígida II;PEEBR2;EOL.CV.PE.031363-7.01;2025-05-01 00:00:00;8.655;0.0;19.091;19.693
NE;PE;Tipo II-C;Conj. Caetés II;Ventos de Santa Brígida III;PEEBR3;EOL.CV.PE.031354-8.01;2025-05-01 00:00:00;11.104;0.0;26.881;28.52
NE;PE;Tipo II-C;Conj. Caetés II;Ventos de Santa Brígida IV;PEEBR4;EOL.CV.PE.031370-0.01;2025-05-01 00:00:00;9.444;0.0;22.644;24.487
NE;PE;Tipo II-C;Conj. Caetés II;Ventos de Santa Brígida V;PEEBR5;EOL.CV.PE.031346-7.01;2025-05-01 00:00:00;10.184;0.0;24.883;22.021
NE;PE;Tipo II-C;Conj. Caetés II;Ventos de Santa Brígida VI;PEEBR6;EOL.CV.PE.031353-0.01;2025-05-01 00:00:00;11.573;0.0;26.917;28.615
NE;PE;Tipo II-C;Conj. Caetés II;Ventos de Santa Brígida VII;PEEBR7;EOL.CV.PE.031422-6.01;2025-05-01 00:00:00;9.447;0.0;21.218;25.362
NE;PE;Tipo II-C;Conjunto Eólico Curral Novo do Piaui II 230kV;Ventos de Santo Estevão I;PEEES1;EOL.CV.PE.031761-6.01;2025-05-01 00:00:00;3.613;0.0;0.973;0.008
NE;PE;Tipo II-C;Conjunto Eólico Curral Novo do Piaui II 230kV;Ventos de Santo Estevão II;PEEES2;EOL.CV.PE.031762-4.01;2025-05-01 00:00:00;5.232;0.0;1.822;0.555
NE;PE;Tipo II-C;Conjunto Eólico Curral Novo do Piaui II 230kV;Ventos de Santo Estevão III;PEEES3;EOL.CV.PE.031763-2.01;2025-05-01 00:00:00;4.365;0.0;1.919;4.811
NE;PE;Tipo II-C;Conjunto Eólico Curral Novo do Piaui II 230kV;Ventos de Santo Estevão IV;PEEES4;EOL.CV.PE.032365-9.01;2025-05-01 00:00:00;4.155;0.0;1.384;0.0
NE;PE;Tipo II-C;Conjunto Eólico Curral Novo do Piaui II 230kV;Ventos de Santo Estevão V;PEEES5;EOL.CV.PE.031764-0.01;2025-05-01 00:00:00;5.513;0.0;5.01;6.475
NE;PE;Tipo II-C;Conj. São Clemente;Ventos de São Clemente 1;PEECL1;EOL.CV.PE.031818-3.01;2025-05-01 00:00:00;7.703;0.0;16.663;18.642
NE;PE;Tipo II-C;Conj. São Clemente;Ventos de São Clemente 2;PEECL2;EOL.CV.PE.031819-1.01;2025-05-01 00:00:00;5.564;0.0;6.342;11.799
NE;PE;Tipo II-C;Conj. São Clemente;Ventos de São Clemente 3;PEECL3;EOL.CV.PE.031820-5.01;2025-05-01 00:00:00;8.305;0.0;19.198;20.488
NE;PE;Tipo II-C;Conj. São Clemente;Ventos de São Clemente 4;PEECL4;EOL.CV.PE.031821-3.01;2025-05-01 00:00:00;7.892;0.0;18.593;20.001
NE;PE;Tipo II-C;Conj. São Clemente;Ventos de São Clemente 5;PEECL5;EOL.CV.PE.031822-1.01;2025-05-01 00:00:00;10.077;0.0;30.399;29.209
NE;PE;Tipo II-C;Conj. São Clemente;Ventos de São Clemente 6;PEECL6;EOL.CV.PE.031823-0.01;2025-05-01 00:00:00;8.565;0.0;19.636;24.663
NE;PE;Tipo II-C;Conj. São Clemente;Ventos de São Clemente 7;PEECL7;EOL.CV.PE.031824-8.01;2025-05-01 00:00:00;7.551;0.0;14.27;18.809
NE;PE;Tipo II-C;Conj. São Clemente;Ventos de São Clemente 8;PEECL8;EOL.CV.PE.031825-6.01;2025-05-01 00:00:00;8.365;0.0;14.324;14.364
NE;PI;Tipo II-C;Conj. Lagoa do Barro I;Aura Lagoa do Barro 01;PIELB1;EOL.CV.PI.033621-1.01;2025-05-01 00:00:00;7.591;0.0;11.651;10.679
NE;PI;Tipo II-C;Conj. Lagoa do Barro I;Aura Lagoa do Barro 02;PIELB2;EOL.CV.PI.033622-0.01;2025-05-01 00:00:00;5.366;0.0;4.317;2.715
NE;PI;Tipo II-C;Conj. Lagoa do Barro I;Aura Lagoa do Barro 03;PIELB3;EOL.CV.PI.033619-0.01;2025-05-01 00:00:00;5.378;0.0;3.568;4.654
NE;PI;Tipo II-C;Conj. Lagoa do Barro I;Aura Lagoa do Barro 04;PIELB4;EOL.CV.PI.033620-3.01;2025-05-01 00:00:00;5.809;0.0;5.176;3.602
NE;PI;Tipo II-C;Conj. Lagoa do Barro I;Aura Lagoa do Barro 05;PIELB5;EOL.CV.PI.033623-8.01;2025-05-01 00:00:00;7.281;0.0;11.964;7.711
NE;PI;Tipo II-C;Conj. Lagoa do Barro I;Aura Lagoa do Barro 06;PIELB6;EOL.CV.PI.033624-6.01;2025-05-01 00:00:00;5.123;0.0;2.54;2.936
NE;PI;Tipo II-C;Conj. Lagoa do Barro I;Aura Lagoa do Barro 07;PIELB7;EOL.CV.PI.033618-1.01;2025-05-01 00:00:00;5.546;0.0;3.96;6.295
NE;PI;Tipo II-C;Conj. Lagoa do Barro I;Aura Queimada Nova 01;PIEQN1;EOL.CV.PI.032863-4.01;2025-05-01 00:00:00;7.447;0.0;13.86;0.0
NE;PI;Tipo II-C;Conj. Lagoa do Barro I;Aura Queimada Nova 02;PIEQN2;EOL.CV.PI.040567-1.01;2025-05-01 00:00:00;7.214;0.0;21.552;0.169
NE;PI;Tipo II-C;Conj. Lagoa do Barro I;Aura Queimada Nova 03;PIEQN3;EOL.CV.PI.033625-4.01;2025-05-01 00:00:00;7.751;0.0;3.525;3.087
NE;PI;Tipo II-C;Conj. Oitis;Oitis 1;PIOI01;EOL.CV.PI.044555-0.01;2025-05-01 00:00:00;10.26;0.0;33.833;34.336
NE;PI;Tipo II-C;Conj. Oitis;Oitis 10;PIOI10;EOL.CV.PI.044358-1.01;2025-05-01 00:00:00;7.975;0.0;26.03;23.551
NE;PI;Tipo II-C;Conj. Oitis;Oitis 2;PIOI02;EOL.CV.PI.044359-0.01;2025-05-01 00:00:00;9.025;0.0;17.979;18.951
NE;PI;Tipo II-C;Conj. Oitis;Oitis 3;PIOI03;EOL.CV.PI.044362-0.01;2025-05-01 00:00:00;8.525;0.0;31.815;26.118
NE;PI;Tipo II-C;Conj. Oitis;Oitis 4;PIOI04;EOL.CV.PI.044363-8.01;2025-05-01 00:00:00;8.583;0.0;27.675;25.693
NE;PI;Tipo II-C;Conj. Oitis;Oitis 5;PIOI05;EOL.CV.PI.044364-6.01;2025-05-01 00:00:00;9.242;1.0;0.0;31.824
NE;PI;Tipo II-C;Conj. Oitis;Oitis 6;PIOI06;EOL.CV.PI.044365-4.01;2025-05-01 00:00:00;9.268;0.0;33.949;20.273
NE;PI;Tipo II-C;Conj. Oitis;Oitis 7;PIOI07;EOL.CV.PI.044366-2.01;2025-05-01 00:00:00;8.257;0.0;27.413;27.511
NE;PI;Tipo II-C;Conj. Oitis;Oitis 8;PIOI08;EOL.CV.PI.044367-0.01;2025-05-01 00:00:00;9.619;0.0;32.279;29.84
