id_subsistema;id_estado;nom_modalidadeoperacao;nom_conjuntousina;nom_usina;id_ons;ceg;din_instante;val_ventoverificado;flg_dadoventoinvalido;val_geracaoestimada;val_geracaoverificada
N;MA;Tipo II-C;Conj. Paulino Neves;Delta 3 I;MAEDT1;EOL.CV.MA.033682-3.01;2025-05-01 00:00:00;7.803;0.0;15.89;18.123
N;MA;Tipo II-C;Conj. Paulino Neves;Delta 3 II;MAEDT2;EOL.CV.MA.033683-1.01;2025-05-01 00:00:00;8.746;0.0;19.896;18.877
N;MA;Tipo II-C;Conj. Paulino Neves;Delta 3 III;MAEDT3;EOL.CV.MA.033684-0.01;2025-05-01 00:00:00;9.038;0.0;19.399;18.776
N;MA;Tipo II-C;Conj. Paulino Neves;Delta 3 IV;MAEDT4;EOL.CV.MA.033685-8.01;2025-05-01 00:00:00;9.959;0.0;24.136;25.487
N;MA;Tipo II-C;Conj. Paulino Neves;Delta 3 V;MAEDT5;EOL.CV.MA.033675-0.01;2025-05-01 00:00:00;9.894;0.0;25.365;21.97
N;MA;Tipo II-C;Conj. Paulino Neves;Delta 3 VI;MAEDT6;EOL.CV.MA.033673-4.01;2025-05-01 00:00:00;8.837;0.0;22.776;23.619
N;MA;Tipo II-C;Conj. Paulino Neves;Delta 3 VII;MAEDT7;EOL.CV.MA.033680-7.01;2025-05-01 00:00:00;10.101;0.0;25.302;26.024
N;MA;Tipo II-C;Conj. Paulino Neves;Delta 3 VIII;MAEDT8;EOL.CV.MA.033686-6.01;2025-05-01 00:00:00;7.775;0.0;15.465;17.492
N;MA;Tipo II-C;Conj. Paulino Neves;Delta 5 I;MAEDC1;EOL.CV.MA.037976-0.01;2025-05-01 00:00:00;9.743;0.0;21.211;19.851
N;MA;Tipo II-C;Conj. Paulino Neves;Delta 5 II;MAEDC2;EOL.CV.MA.037972-7.01;2025-05-01 00:00:00;9.818;0.0;20.903;21.998
N;MA;Tipo II-C;Conj. Paulino Neves;Delta 6 I;MAEDS1;EOL.CV.MA.037970-0.01;2025-05-01 00:00:00;9.946;0.0;20.912;24.187
N;MA;Tipo II-C;Conj. Paulino Neves;Delta 6 II;MAEDS2;EOL.CV.MA.037967-0.01;2025-05-01 00:00:00;9.837;0.0;18.094;18.608
N;MA;Tipo II-C;Conj. Paulino Neves;Delta 7 I;MAED7I;EOL.CV.MA.040572-8.01;2025-05-01 00:00:00;7.908;0.0;13.919;17.154
N;MA;Tipo II-C;Conj. Paulino Neves;Delta 7 II;MAED72;EOL.CV.MA.040573-6.01;2025-05-01 00:00:00;7.27;0.0;17.026;22.362
N;MA;Tipo II-C;Conj. Paulino Neves;Delta 8 I;MAED8I;EOL.CV.MA.040574-4.01;2025-05-01 00:00:00;6.973;0.0;13.45;22.088
NE;BA;Tipo II-C;Conj. Pindaí II 230 kV;Abil;BAEABL;EOL.CV.BA.031402-1.01;2025-05-01 00:00:00;12.598;0.0;16.051;14.92
NE;BA;Tipo II-C;Conj. Tamboril II;Acácia;BAECAC;EOL.CV.BA.031418-8.01;2025-05-01 00:00:00;13.888;0.0;14.677;9.493
NE;BA;Tipo II-C;Conj. GPEXPAN;Acauã;BAEACU;EOL.CV.BA.031433-1.01;2025-05-01 00:00:00;3.7;1.0;0.0;5.932
NE;BA;Tipo II-C;Conj. Igaporã II;Alvorada;BAUEAV;EOL.CV.BA.030320-8.01;2025-05-01 00:00:00;12.237;0.0;7.507;7.241
NE;BA;Tipo II-C;Conj. Igaporã III 500 kV;Amescla;BAEAMC;EOL.CV.BA.032090-0.01;2025-05-01 00:00:00;16.103;0.0;12.316;8.161
NE;BA;Tipo II-C;Conj. Morrão;Ametista;BAUEAT;EOL.CV.BA.030779-3.01;2025-05-01 00:00:00;12.569;0.0;26.58;26.635
NE;BA;Tipo II-C;Conj. Igaporã III 500 kV;Angelim;BAEGEL;EOL.CV.BA.032091-9.01;2025-05-01 00:00:00;11.771;0.0;17.328;15.533
NE;BA;Tipo II-C;Conj. BW Guirapá I;Angical;BAEANG;EOL.CV.BA.030732-7.01;2025-05-01 00:00:00;12.61;1.0;0.0;11.347
NE;BA;Tipo II-C;Conj. GPEXPAN;Angical 2;BAEAN2;EOL.CV.BA.031435-8.01;2025-05-01 00:00:00;3.6;1.0;0.0;2.011
NE;BA;Tipo II-C;Conj. Tamboril II;Angico;BAENGI;EOL.CV.BA.031404-8.01;2025-05-01 00:00:00;17.437;0.0;7.756;6.495
NE;BA;Tipo II-C;Conj. GPEXPAN;Arapapá;BAEARA;EOL.CV.BA.031434-0.01;2025-05-01 00:00:00;7.8;1.0;0.0;1.568
NE;BA;Tipo II-C;Conj. GPEXPAN;Ararinha Azul;BAEARZ;EOL.CV.BA.037001-0.01;2025-05-01 00:00:00;12.229;0.0;18.294;18.545
NE;BA;Tipo II-C;Conj. Ourolândia II;Aroeira 1;BAAR01;EOL.CV.BA.044940-7.01;2025-05-01 00:00:00;13.304;0.0;46.279;45.657
NE;BA;Tipo II-C;Conj. Ourolândia II;Aroeira 2;BAAR02;EOL.CV.BA.044947-4.01;2025-05-01 00:00:00;9.674;0.0;32.715;36.12
NE;BA;Tipo II-C;Conj. Ourolândia II;Aroeira 3;BAAR03;EOL.CV.BA.044948-2.01;2025-05-01 00:00:00;10.256;0.0;35.918;41.536
NE;BA;Tipo II-C;Conj. Ourolândia II;Aroeira 4;BAAR04;EOL.CV.BA.044949-0.01;2025-05-01 00:00:00;17.275;0.0;42.218;40.339
NE;BA;Tipo II-C;Conj. Ourolândia II;Aroeira 5;BAAR05;EOL.CV.BA.044950-4.01;2025-05-01 00:00:00;8.127;0.0;22.129;34.037
NE;BA;Tipo II-C;Conj. Ourolândia II;Aroeira 6;BAAR06;EOL.CV.BA.044951-2.01;2025-05-01 00:00:00;10.728;0.0;33.739;33.628
NE;BA;Tipo II-C;Conj. Ourolândia II;Aroeira 7;BAAR07;EOL.CV.BA.044952-0.01;2025-05-01 00:00:00;9.942;0.0;38.223;33.875
NE;BA;Tipo II-C;Conj. Ourolândia II;Aroeira 8;BAAR08;EOL.CV.BA.044953-9.01;2025-05-01 00:00:00;5.809;1.0;0.0;35.776
NE;BA;Tipo II-C;Conj. Laranjeiras;Assuruá 4 I;BAEA41;EOL.CV.BA.050463-7.01;2025-05-01 00:00:00;3.025;0.0;0.891;0.756
NE;BA;Tipo II-C;Conj. Laranjeiras;Assuruá 4 II;BAEA42;EOL.CV.BA.050464-5.01;2025-05-01 00:00:00;8.049;0.0;16.368;9.451
NE;BA;Tipo II-C;Conj. Laranjeiras;Assuruá 4 III;BAEA43;EOL.CV.BA.050465-3.01;2025-05-01 00:00:00;7.807;0.0;17.999;19.184
NE;BA;Tipo II-C;Conj. Laranjeiras;Assuruá 4 IV;BAEA44;EOL.CV.BA.050466-1.01;2025-05-01 00:00:00;6.775;0.0;11.971;9.525
NE;BA;Tipo II-C;Conj. Laranjeiras;Assuruá 4 V;BAEA45;EOL.CV.BA.050467-0.01;2025-05-01 00:00:00;7.051;0.0;13.75;11.47
NE;BA;Tipo II-C;Conj. Laranjeiras;Assuruá 4 VI;BAEA46;EOL.CV.BA.050468-8.01;2025-05-01 00:00:00;7.946;0.0;16.791;10.76
NE;BA;Tipo II-C;Conj. Laranjeiras;Assuruá 5 I;BAEA51;EOL.CV.BA.051784-4.01;2025-05-01 00:00:00;4.403;0.0;2.342;2.434
NE;BA;Tipo II-C;Conj. Laranjeiras;Assuruá 5 II;BAEA52;EOL.CV.BA.051785-2.01;2025-05-01 00:00:00;3.855;0.0;2.027;1.189
NE;BA;Tipo II-C;Conj. Laranjeiras;Assuruá 5 III;BAEA53;EOL.CV.BA.051786-0.01;2025-05-01 00:00:00;2.968;0.0;0.98;0.404
NE;BA;Tipo II-C;Conj. Laranjeiras;Assuruá 5 IV;BAEA54;EOL.CV.BA.051787-9.01;2025-05-01 00:00:00;7.922;0.0;17.712;8.424
NE;BA;Tipo II-C;Conj. Laranjeiras;Assuruá 5 V;BAEA55;EOL.CV.BA.051788-7.01;2025-05-01 00:00:00;7.388;0.0;12.239;14.782
NE;BA;Tipo II-C;Conj. Laranjeiras;Assuruá 5 VI;BAEA56;EOL.CV.BA.051789-5.01;2025-05-01 00:00:00;8.485;0.0;19.605;13.843
NE;BA;Tipo II-C;Conj. Gentio do Ouro I;Assuruá II;BAEA02;EOL.CV.BA.031343-2.01;2025-05-01 00:00:00;6.269;0.0;5.299;3.38
NE;BA;Tipo II-C;Conj. Gentio do Ouro I;Assuruá III;BAEA03;EOL.CV.BA.032342-0.01;2025-05-01 00:00:00;6.81;0.0;3.185;1.68
NE;BA;Tipo II-C;Conj. Gentio do Ouro I;Assuruá IV;BAEA04;EOL.CV.BA.032343-8.01;2025-05-01 00:00:00;3.414;0.0;1.135;0.167
NE;BA;Tipo II-C;Conj. Gentio do Ouro I;Assuruá V;BAEA05;EOL.CV.BA.031341-6.01;2025-05-01 00:00:00;5.75;0.0;2.906;1.316
NE;BA;Tipo II-C;Conj. Gentio do Ouro I;Assuruá VII;BAEA07;EOL.CV.BA.031356-4.01;2025-05-01 00:00:00;2.295;0.0;0.217;0.069
NE;BA;Tipo II-C;Conj. Tanque Novo;Aura Caetité 01;BAACA1;EOL.CV.BA.044959-8.01;2025-05-01 00:00:00;8.138;0.0;16.49;18.002
NE;BA;Tipo II-C;Conj. Tanque Novo;Aura Caetité 02;BAACA2;EOL.CV.BA.044960-1.01;2025-05-01 00:00:00;8.702;0.0;26.665;27.808
NE;BA;Tipo II-C;Conj. Tanque Novo;Aura Caetité 03;BAACA3;EOL.CV.BA.032804-9.01;2025-05-01 00:00:00;7.482;0.0;18.327;21.667
NE;BA;Tipo II-C;Conj. Tanque Novo;Aura Caetité 04;BAACA4;EOL.CV.BA.032805-7.01;2025-05-01 00:00:00;8.616;0.0;15.061;15.326
NE;BA;Tipo II-C;Conj. Tanque Novo;Aura Tanque Novo 01;BAATN1;EOL.CV.BA.044961-0.01;2025-05-01 00:00:00;7.923;0.0;18.998;18.471
NE;BA;Tipo II-C;Conj. Tanque Novo;Aura Tanque Novo 02;BAATN2;EOL.CV.BA.044962-8.01;2025-05-01 00:00:00;7.538;0.0;8.392;9.527
NE;BA;Tipo II-C;Conj. Tanque Novo;Aura Tanque Novo 03;BAATN3;EOL.CV.BA.035172-5.01;2025-05-01 00:00:00;8.75;0.0;9.831;10.866
NE;BA;Tipo II-C;Conj. Pedra Branca;Banda de Couro;BAEBCO;EOL.CV.BA.031607-5.01;2025-05-01 00:00:00;10.517;0.0;22.671;18.505
NE;BA;Tipo II-C;Conj. Pedra Branca;Baraúnas I;BAEBAU;EOL.CV.BA.031335-1.01;2025-05-01 00:00:00;14.49;0.0;28.458;20.583
NE;BA;Tipo II-C;Conj. Pedra Branca;Baraúnas II;BAEBAD;EOL.CV.BA.031667-9.01;2025-05-01 00:00:00;8.347;0.0;10.319;10.944
NE;BA;Tipo II-C;Conj. Arizona;Baraúnas IV;BABAQ;EOL.CV.BA.038032-6.01;2025-05-01 00:00:00;10.882;0.0;31.17;34.53
NE;BA;Tipo II-C;Conj. Arizona;Baraúnas XV;BAB15;EOL.CV.BA.038031-8.01;2025-05-01 00:00:00;9.676;0.0;29.82;33.616
NE;BA;Tipo II-C;Conj. Arizona;Baraúnas XX;BAB20;EOL.CV.BA.036993-4.01;2025-05-01 00:00:00;11.263;0.0;27.867;27.307
NE;BA;Tipo II-C;Conj. Igaporã III 500 kV;Barbatimão;BAEBAB;EOL.CV.BA.032093-5.01;2025-05-01 00:00:00;13.743;0.0;9.807;9.012
NE;BA;Tipo II-C;Conj. Morro do Chapéu Sul;Boa Vista da Lagoinha;BAEBVT;EOL.CV.BA.032759-0.01;2025-05-01 00:00:00;8.163;0.0;18.046;23.935
NE;BA;Tipo II-C;Conj. Pelourinho;Borgo;BAUEBR;EOL.CV.BA.030837-4.01;2025-05-01 00:00:00;13.113;0.0;18.796;19.224
NE;BA;Tipo II-C;Conj. Caetité Norte;Brejinhos A;BAEBJA;EOL.CV.BA.040777-1.01;2025-05-01 00:00:00;12.684;0.0;37.194;33.416
NE;BA;Tipo II-C;Conj. Caetité Norte;Brejinhos B;BAEBJB;EOL.CV.BA.040778-0.01;2025-05-01 00:00:00;12.69;0.0;40.71;41.738
NE;BA;Tipo II-C;Conj. Caetité;Caetité;BAUECE;EOL.CV.BA.030792-0.01;2025-05-01 00:00:00;14.101;0.0;29.002;28.908
NE;BA;Tipo II-C;Conj. Caetité 123;Caetité 1;BAUET1;EOL.CV.BA.030976-1.01;2025-05-01 00:00:00;10.6;0.0;23.339;23.758
NE;BA;Tipo II-C;Conj. Caetité 123;Caetité 2;BAUET2;EOL.CV.BA.030437-9.01;2025-05-01 00:00:00;11.897;0.0;20.667;27.488
NE;BA;Tipo II-C;Conj. Caetité 123;Caetité 3;BAUET3;EOL.CV.BA.030448-4.01;2025-05-01 00:00:00;9.441;0.0;16.656;18.815
NE;BA;Tipo II-C;Conj. Caetité A;Caetité A;BAECTA;EOL.CV.BA.031344-0.01;2025-05-01 00:00:00;10.062;0.0;14.617;20.988
NE;BA;Tipo II-C;Conj. Caetité A;Caetité B;BAECTB;EOL.CV.BA.031342-4.01;2025-05-01 00:00:00;10.063;0.0;12.956;20.586
NE;BA;Tipo II-C;Conj. Caetité A;Caetité C;BAECTC;EOL.CV.BA.031523-0.01;2025-05-01 00:00:00;10.056;0.0;5.77;6.761
NE;BA;Tipo II-C;Conj. Caetité Norte;Caetité D;BAECTD;EOL.CV.BA.037004-5.01;2025-05-01 00:00:00;12.984;0.0;45.472;47.797
NE;BA;Tipo II-C;Conj. Caetité Norte;Caetité E;BAECTE;EOL.CV.BA.037005-3.01;2025-05-01 00:00:00;11.658;0.0;33.458;36.382
NE;BA;Tipo II-C;Conj. Caetité Norte;Caetité F;BAECTF;EOL.CV.BA.037006-1.01;2025-05-01 00:00:00;12.994;0.0;24.051;24.623
NE;BA;Tipo II-C;Conj. BW Guirapá II;Caititu;BAECAI;EOL.CV.BA.030739-4.01;2025-05-01 00:00:00;12.674;0.0;20.183;18.948
NE;BA;Tipo II-C;Conj. GPEXPAN;Caititu 2;BAECT2;EOL.CV.BA.031432-3.01;2025-05-01 00:00:00;6.2;1.0;0.0;5.188
NE;BA;Tipo II-C;Conj. GPEXPAN;Caititu 3;BAECT3;EOL.CV.BA.031459-5.01;2025-05-01 00:00:00;5.9;1.0;0.0;2.505
NE;BA;Tipo II-C;Conj. Eólico Campo Largo;Campo Largo I;BAEC01;EOL.CV.BA.034613-6.01;2025-05-01 00:00:00;10.411;0.0;24.622;24.408
NE;BA;Tipo II-C;Conj. Eólico Campo Largo;Campo Largo II;BAEC02;EOL.CV.BA.034633-0.01;2025-05-01 00:00:00;9.016;0.0;19.109;16.645
NE;BA;Tipo II-C;Conj. Eólico Campo Largo;Campo Largo III;BAEC03;EOL.CV.BA.033628-9.01;2025-05-01 00:00:00;9.159;0.0;20.402;23.533
NE;BA;Tipo II-C;Conj. Eólico Campo Largo;Campo Largo IV;BAEC04;EOL.CV.BA.033629-7.01;2025-05-01 00:00:00;10.512;0.0;24.476;23.224
NE;BA;Tipo II-C;Conj. Eólico Campo Largo;Campo largo IX;BAEC09;EOL.CV.BA.034631-4.01;2025-05-01 00:00:00;7.135;0.0;10.446;10.861
NE;BA;Tipo II-C;Conj. Eólico Campo Largo;Campo Largo V;BAEC05;EOL.CV.BA.033630-0.01;2025-05-01 00:00:00;8.331;0.0;15.547;16.729
NE;BA;Tipo II-C;Conj. Eólico Campo Largo;Campo Largo VI;BAEC06;EOL.CV.BA.033631-9.01;2025-05-01 00:00:00;8.579;0.0;15.902;16.876
NE;BA;Tipo II-C;Conj. Eólico Campo Largo;Campo Largo VII;BAEC07;EOL.CV.BA.033632-7.01;2025-05-01 00:00:00;8.423;0.0;18.71;18.852
NE;BA;Tipo II-C;Conj. Eólico Campo Largo;Campo Largo VIII;BAEC08;EOL.CV.BA.034614-4.01;2025-05-01 00:00:00;8.149;0.0;22.135;19.943
NE;BA;Tipo II-C;Conj. Eólico Campo Largo;Campo Largo X;BAEC10;EOL.CV.BA.034630-6.01;2025-05-01 00:00:00;9.14;0.0;24.941;21.643
NE;BA;Tipo II-C;Conj. Eólico Campo Largo;Campo Largo XI;BAEC11;EOL.CV.BA.034625-0.01;2025-05-01 00:00:00;6.87;0.0;7.271;7.313
NE;BA;Tipo II-C;Conj. Eólico Campo Largo;Campo Largo XII;BAEC12;EOL.CV.BA.034623-3.01;2025-05-01 00:00:00;5.77;0.0;14.334;30.51
NE;BA;Tipo II-C;Conj. Eólico Campo Largo;Campo Largo XIII;BAEC13;EOL.CV.BA.034622-5.01;2025-05-01 00:00:00;11.925;0.0;40.086;36.026
NE;BA;Tipo II-C;Conj. Eólico Campo Largo;Campo Largo XIV;BAEC14;EOL.CV.BA.034634-9.01;2025-05-01 00:00:00;11.938;0.0;8.287;7.972
NE;BA;Tipo II-C;Conj. Eólico Campo Largo;Campo Largo XIX;BAEC19;EOL.CV.BA.034645-4.01;2025-05-01 00:00:00;6.913;0.0;13.92;15.347
NE;BA;Tipo II-C;Conj. Eólico Campo Largo;Campo Largo XV;BAEC15;EOL.CV.BA.034636-5.01;2025-05-01 00:00:00;11.587;0.0;27.463;25.861
NE;BA;Tipo II-C;Conj. Eólico Campo Largo;Campo Largo XVI;BAEC16;EOL.CV.BA.034637-3.01;2025-05-01 00:00:00;9.482;0.0;22.9;22.922
NE;BA;Tipo II-C;Conj. Eólico Campo Largo;Campo Largo XVII;BAEC17;EOL.CV.BA.034638-1.01;2025-05-01 00:00:00;11.978;0.0;28.285;23.854
NE;BA;Tipo II-C;Conj. Eólico Campo Largo;Campo Largo XVIII;BAEC18;EOL.CV.BA.034643-8.01;2025-05-01 00:00:00;9.34;0.0;21.287;19.957
NE;BA;Tipo II-C;Conj. Eólico Campo Largo;Campo Largo XX;BAEC20;EOL.CV.BA.034647-0.01;2025-05-01 00:00:00;7.127;0.0;19.939;35.867
NE;BA;Tipo II-C;Conj. Eólico Campo Largo;Campo Largo XXI;BAEC21;EOL.CV.BA.033633-5.01;2025-05-01 00:00:00;9.037;0.0;18.687;22.517
NE;BA;Tipo II-C;Conj. Eólico Campo Largo;Campo Largo XXII;BAEC22;EOL.CV.BA.034648-9.01;2025-05-01 00:00:00;12.413;0.0;34.592;40.153
NE;BA;Tipo II-C;Conj. Igaporã II;Candiba;BAUECB;EOL.CV.BA.030316-0.01;2025-05-01 00:00:00;13.667;0.0;9.362;9.47
NE;BA;Tipo II-C;Conj. Canudos I;Canudos I;BACAN1;EOL.CV.BA.046757-0.01;2025-05-01 00:00:00;10.697;0.0;41.836;40.207
NE;BA;Tipo II-C;Conj. Canudos I;Canudos II;BACAN2;EOL.CV.BA.046758-8.01;2025-05-01 00:00:00;10.717;0.0;40.714;46.057
NE;BA;Tipo II-C;Conj. Gentio do Ouro I;Capoeiras III;BAECA3;EOL.CV.BA.032344-6.01;2025-05-01 00:00:00;1.376;0.0;0.274;0.0
NE;BA;Tipo II-C;Conj. GPEXPAN;Carcará;BAECAR;EOL.CV.BA.031447-1.01;2025-05-01 00:00:00;5.0;1.0;0.0;5.204
NE;BA;Tipo II-C;Conj. Casa Nova;Casa Nova A;BAECNA;EOL.CV.BA.037209-9.01;2025-05-01 00:00:00;0.0;1.0;0.0;0.0
NE;BA;Tipo II-C;Conj. Casa Nova;Casa Nova II;BAECND;EOL.CV.BA.031519-2.01;2025-05-01 00:00:00;8.315;1.0;0.0;6.872
NE;BA;Tipo II-C;Conj. Casa Nova;Casa Nova III;BAECNT;EOL.CV.BA.031524-9.01;2025-05-01 00:00:00;7.16;1.0;0.0;6.884
NE;BA;Tipo II-C;Conj. Igaporã III 500 kV;Cedro;BAECED;EOL.CV.BA.032098-6.01;2025-05-01 00:00:00;12.664;0.0;8.66;6.405
NE;BA;Tipo II-C;Conj. BW Guirapá II;Coqueirinho;BAECOQ;EOL.CV.BA.030738-6.01;2025-05-01 00:00:00;15.14;0.0;27.495;28.308
NE;BA;Tipo II-C;Conj. GPEXPAN;Coqueirinho 2;BAECQ2;EOL.CV.BA.031518-4.01;2025-05-01 00:00:00;11.4;1.0;0.166;7.24
NE;BA;Tipo II-C;Conj. BW Guirapá I;Corrupião;BAECOR;EOL.CV.BA.030752-1.01;2025-05-01 00:00:00;13.766;0.0;25.489;24.528
NE;BA;Tipo II-C;Conj. GPEXPAN;Corrupião 3;BAECO3;EOL.CV.BA.031458-7.01;2025-05-01 00:00:00;5.6;1.0;0.0;3.873
NE;BA;Tipo II-C;Conj. GPEXPAN;Corrupião II;BAECO2;EOL.CV.BA.037019-3.01;2025-05-01 00:00:00;12.693;0.0;16.134;16.35
NE;BA;Tipo II-C;Conj. Cristal;Cristal;BAUECR;EOL.CV.BA.030727-0.01;2025-05-01 00:00:00;8.225;0.0;15.873;19.37
NE;BA;Tipo II-C;Conj. Cristalândia;Cristalândia I;BAECR1;EOL.CV.BA.032081-1.01;2025-05-01 00:00:00;9.338;0.0;22.818;22.4
NE;BA;Tipo II-C;Conj. Cristalândia;Cristalândia II;BAECR2;EOL.CV.BA.032082-0.01;2025-05-01 00:00:00;6.485;0.0;10.59;14.462
NE;BA;Tipo II-C;Conj. Cristalândia;Cristalândia III;BAECR3;EOL.CV.BA.032083-8.01;2025-05-01 00:00:00;6.706;0.0;10.752;12.838
NE;BA;Tipo II-C;Conj. Gentio do Ouro I;Curral de Pedras I;BAECP1;EOL.CV.BA.032345-4.01;2025-05-01 00:00:00;4.499;0.0;2.327;3.828
NE;BA;Tipo II-C;Conj. Gentio do Ouro I;Curral de Pedras II;BAECP2;EOL.CV.BA.032346-2.01;2025-05-01 00:00:00;4.246;0.0;2.736;2.449
NE;BA;Tipo II-C;Conj. Araçás;Da Prata;BAUEDP;EOL.CV.BA.030490-5.01;2025-05-01 00:00:00;11.512;0.0;19.421;20.546
NE;BA;Tipo II-C;Conj. Serra Azul;Damascena;BAUEDA;EOL.CV.BA.031338-6.01;2025-05-01 00:00:00;11.118;0.0;26.009;21.24
NE;BA;Tipo II-C;Conj. Delfina;Delfina I;BAEDF1;EOL.CV.BA.032357-8.01;2025-05-01 00:00:00;7.271;0.0;16.739;21.984
NE;BA;Tipo II-C;Conj. Delfina;Delfina II;BAEDF2;EOL.CV.BA.032358-6.01;2025-05-01 00:00:00;6.771;0.0;12.41;15.889
NE;BA;Tipo II-C;Conj. Delfina;Delfina III;BAEDF3;EOL.CV.BA.032521-0.01;2025-05-01 00:00:00;9.254;0.0;25.5;23.777
NE;BA;Tipo II-C;Conj. Delfina;Delfina IV;BAEDF4;EOL.CV.BA.032522-8.01;2025-05-01 00:00:00;6.66;0.0;4.752;3.576
NE;BA;Tipo II-C;Conj. Delfina;Delfina V;BAEDF5;EOL.CV.BA.032359-4.01;2025-05-01 00:00:00;7.611;0.0;12.541;11.817
NE;BA;Tipo II-C;Conj. Delfina;Delfina VI;BAEDF6;EOL.CV.BA.032523-6.01;2025-05-01 00:00:00;8.888;0.0;20.549;26.823
NE;BA;Tipo II-C;Conj. Delfina;Delfina VII;BAEDF7;EOL.CV.BA.032524-4.01;2025-05-01 00:00:00;10.618;0.0;28.586;25.348
NE;BA;Tipo II-C;Conj. Gentio do Ouro I;Diamante II;BAEDI2;EOL.CV.BA.032347-0.01;2025-05-01 00:00:00;5.888;0.0;3.241;1.732
NE;BA;Tipo II-C;Conj. Gentio do Ouro I;Diamante III;BAEDI3;EOL.CV.BA.032348-9.01;2025-05-01 00:00:00;1.292;0.0;0.128;1.167
NE;BA;Tipo II-C;Conj. Serra Azul;Dois Riachos;BAUEDR;EOL.CV.BA.031121-9.01;2025-05-01 00:00:00;12.795;0.0;28.191;9.998
NE;BA;Tipo II-C;Conj. Araçás;Dos Araçás;BAUEAR;EOL.CV.BA.030495-6.01;2025-05-01 00:00:00;9.754;0.0;15.89;17.815
NE;BA;Tipo II-C;Conj. Morrão;Dourados;BAUEDU;EOL.CV.BA.030778-5.01;2025-05-01 00:00:00;10.593;0.0;21.501;25.878
NE;BA;Tipo II-C;Conj. Curva dos Ventos;Emiliana;BAUEMI;EOL.CV.BA.030807-2.01;2025-05-01 00:00:00;9.894;0.0;21.802;22.176
NE;BA;Tipo II-C;Conj. Serra Azul;Esperança;BAUEEP;EOL.CV.BA.031355-6.01;2025-05-01 00:00:00;3.6;1.0;0.0;9.022
NE;BA;Tipo II-C;Conj. Caetité;Espigão;BAEPGO;EOL.CV.BA.030803-0.01;2025-05-01 00:00:00;14.781;0.0;9.12;8.993
NE;BA;Tipo II-C;Conj. Igaporã III 500 kV;Facheio;BAEFAC;EOL.CV.BA.032101-0.01;2025-05-01 00:00:00;14.125;0.0;14.069;11.269
NE;BA;Tipo II-C;Conj. Pindaí II 230 kV;Folha de Serra;BAEFDS;EOL.CV.BA.031407-2.01;2025-05-01 00:00:00;11.903;0.0;16.007;16.538
NE;BA;Tipo II-C;Conj. Igaporã II;Guanambi;BAUEGB;EOL.CV.BA.030328-3.01;2025-05-01 00:00:00;10.23;0.0;15.719;16.868
NE;BA;Tipo II-C;Conj. Igaporã II;Guirapá;BAUEGP;EOL.CV.BA.030342-9.01;2025-05-01 00:00:00;10.923;0.0;26.155;26.277
NE;BA;Tipo II-C;Conj. Igaporã II;Igaporã;BAUEIP;EOL.CV.BA.030321-6.01;2025-05-01 00:00:00;9.357;0.0;23.507;25.797
NE;BA;Tipo II-C;Conj. Igaporã II;Ilhéus;BAUEIH;EOL.CV.BA.030315-1.01;2025-05-01 00:00:00;9.657;0.0;9.284;10.109
NE;BA;Tipo II-C;Conj. Igaporã III 500 kV;Imburana Macho;BAEIBM;EOL.CV.BA.032102-8.01;2025-05-01 00:00:00;17.143;0.0;2.253;0.0
NE;BA;Tipo II-C;Conj. BW Guirapá I;Inhambu;BAEINH;EOL.CV.BA.030751-3.01;2025-05-01 00:00:00;12.427;1.0;0.0;29.48
NE;BA;Tipo II-C;Conj. GPEXPAN;Inhambú 2;BAEIM2;EOL.CV.BA.032487-6.01;2025-05-01 00:00:00;13.028;0.0;14.821;14.923
NE;BA;Tipo II-C;Conj. Pindaí II 230 kV;Jabuticaba;BAEJAB;EOL.CV.BA.031405-6.01;2025-05-01 00:00:00;23.372;0.0;3.536;5.571
NE;BA;Tipo II-C;Conj. Pindaí II 230 kV;Jacarandá do Cerrado;BAEJCE;EOL.CV.BA.031408-0.01;2025-05-01 00:00:00;12.08;0.0;16.105;13.123
NE;BA;Tipo II-C;Conj. Igaporã III 500 kV;Jataí;BAEJAT;EOL.CV.BA.032104-4.01;2025-05-01 00:00:00;13.665;0.0;14.315;7.613
NE;BA;Tipo II-C;Conj. Curva dos Ventos;Joana;BAUEJO;EOL.CV.BA.030801-3.01;2025-05-01 00:00:00;7.405;0.0;11.889;15.541
NE;BA;Tipo II-C;Conj. Igaporã III 500 kV;Juazeiro;BAEJUA;EOL.CV.BA.032106-0.01;2025-05-01 00:00:00;14.966;0.0;13.359;5.52
NE;BA;Tipo II-C;Conj. Gentio do Ouro I;Laranjeiras I;BAELA1;EOL.CV.BA.032349-7.01;2025-05-01 00:00:00;0.92;0.0;0.08;0.0
NE;BA;Tipo II-C;Conj. Gentio do Ouro I;Laranjeiras II;BAELA2;EOL.CV.BA.032350-0.01;2025-05-01 00:00:00;1.58;0.0;0.284;0.0
NE;BA;Tipo II-C;Conj. Laranjeiras;Laranjeiras III;BAELA3;EOL.CV.BA.033626-2.01;2025-05-01 00:00:00;1.434;0.0;0.154;0.173
NE;BA;Tipo II-C;Conj. Laranjeiras;Laranjeiras IX;BAELA9;EOL.CV.BA.033627-0.01;2025-05-01 00:00:00;2.154;0.0;0.296;0.002
