round,n_images,round_time_s,throughput_img_s,cpu_mean_pct,cpu_max_pct,cont_mem_peak_gb,proc_rss_peak_gb,ram_host_peak_gb,gpu_util_mean_pct,gpu_util_max_pct,gpu_mem_peak_gb
1,70433,33.174731969833374,2123.091757426903,86.88088235294117,100.0,3.9999961853027344,2.9113998413085938,7.460807800292969,74.88235294117646,100.0,4.01025390625
2,70433,26.592095136642456,2648.644254545674,95.92222222222223,100.0,3.9999961853027344,2.9270248413085938,7.441463470458984,76.18518518518519,100.0,3.99359130859375
3,70433,27.872920513153076,2526.9329048874897,93.74285714285713,100.0,4.0,3.026508331298828,7.4561614990234375,78.82142857142857,100.0,3.94268798828125
