round,n_images,round_time_s,throughput_img_s,cpu_mean_pct,cpu_max_pct,cont_mem_peak_gb,proc_rss_peak_gb,ram_host_peak_gb,gpu_util_mean_pct,gpu_util_max_pct,gpu_mem_peak_gb
1,70433,21.67392110824585,3249.6657918166798,85.59545454545456,95.95,15.979000091552734,7.35888671875,17.48006820678711,94.13636363636364,100.0,4.013427734375
2,70433,20.92714500427246,3365.6287078634223,86.71666666666668,98.45,15.984081268310547,8.364021301269531,18.434093475341797,91.76190476190476,100.0,4.01019287109375
3,70433,21.412519216537476,3289.3373865884337,84.53863636363636,95.45,15.998786926269531,7.8042755126953125,18.202167510986328,91.22727272727273,100.0,3.94970703125
