Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
NE;CE;SOBRAL;POSTO GAUCHO LTDA;72.383.490/0001-63;RUA DR JOSE EUCLIDES FERREIRA GOMES;2;0;PARQUE SILVANA;62000-000;GASOLINA;06/07/2004;2,32;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;CE;SOBRAL;POSTO GAUCHO LTDA;72.383.490/0001-63;RUA DR JOSE EUCLIDES FERREIRA GOMES;2;0;PARQUE SILVANA;62000-000;DIESEL;06/07/2004;1,65;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;CE;SOBRAL;POSTO DE COMBUSTIVEIS IPUEIRINHA LTDA;35.015.346/0001-48;RODOVIA BR 222;S/N;KM 244;ZONA RURAL;62114-000;GASOLINA;06/07/2004;2,24;1,8196;R$ / litro;BRANCA
NE;CE;SOBRAL;POSTO DE COMBUSTIVEIS IPUEIRINHA LTDA;35.015.346/0001-48;RODOVIA BR 222;S/N;KM 244;ZONA RURAL;62114-000;DIESEL;06/07/2004;1,59;1,33;R$ / litro;BRANCA
NE;CE;SOBRAL;V.C. EMPREENDIMENTOS LTDA;03.551.935/0001-54;AVENIDA MONSENHOR ALOISIO PINTO;S/N;PRIMEIRO ANEL CENTRAL;DOM EXPEDITO;62050-100;GASOLINA;06/07/2004;2,318;1,795;R$ / litro;BRANCA
NE;CE;SOBRAL;V.C. EMPREENDIMENTOS LTDA;03.551.935/0001-54;AVENIDA MONSENHOR ALOISIO PINTO;S/N;PRIMEIRO ANEL CENTRAL;DOM EXPEDITO;62050-100;ETANOL;06/07/2004;1,748;1,25;R$ / litro;BRANCA
NE;CE;SOBRAL;V.C. EMPREENDIMENTOS LTDA;03.551.935/0001-54;AVENIDA MONSENHOR ALOISIO PINTO;S/N;PRIMEIRO ANEL CENTRAL;DOM EXPEDITO;62050-100;DIESEL;06/07/2004;1,648;1,36;R$ / litro;BRANCA
NE;CE;SOBRAL;POSTO SAO PEDRO LTDA;69.709.020/0001-32;AVENIDA SENADOR JOSE ERMIRIO DE MORAES;1065;;DOM JOSE;62015-505;GASOLINA;06/07/2004;2,31;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;CE;SOBRAL;POSTO SAO PEDRO LTDA;69.709.020/0001-32;AVENIDA SENADOR JOSE ERMIRIO DE MORAES;1065;;DOM JOSE;62015-505;ETANOL;06/07/2004;1,79;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;CE;SOBRAL;POSTO SAO PEDRO LTDA;69.709.020/0001-32;AVENIDA SENADOR JOSE ERMIRIO DE MORAES;1065;;DOM JOSE;62015-505;DIESEL;06/07/2004;1,66;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;CE;SOBRAL;POSTO SAO DOMINGOS LTDA;69.366.128/0001-70;AVENIDA DOUTOR GUARANY;854;;DERBY CLUB;62040-730;GASOLINA;06/07/2004;2,32;;R$ / litro;COSAN LUBRIFICANTES
NE;CE;SOBRAL;POSTO SAO DOMINGOS LTDA;69.366.128/0001-70;AVENIDA DOUTOR GUARANY;854;;DERBY CLUB;62040-730;ETANOL;06/07/2004;1,75;;R$ / litro;COSAN LUBRIFICANTES
NE;CE;SOBRAL;POSTO SAO DOMINGOS LTDA;69.366.128/0001-70;AVENIDA DOUTOR GUARANY;854;;DERBY CLUB;62040-730;DIESEL;06/07/2004;1,65;;R$ / litro;COSAN LUBRIFICANTES
NE;CE;SOBRAL;ANFIL EMPREENDIMENTOS DE PETRÓLEO LTDA.;35.060.961/0001-76;AVENIDA JOHN SANFORD;1960;0;JUNCO;62030-000;GASOLINA;06/07/2004;2,32;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;CE;SOBRAL;ANFIL EMPREENDIMENTOS DE PETRÓLEO LTDA.;35.060.961/0001-76;AVENIDA JOHN SANFORD;1960;0;JUNCO;62030-000;ETANOL;06/07/2004;1,8;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;CE;SOBRAL;ANFIL EMPREENDIMENTOS DE PETRÓLEO LTDA.;35.060.961/0001-76;AVENIDA JOHN SANFORD;1960;0;JUNCO;62030-000;DIESEL;06/07/2004;1,65;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;CE;SOBRAL;ANTONIO PORTELA DE ALBUQUERQUE;07.820.392/0001-84;RODOVIA BR 222;S/N;KM 249;SANTA CRUZ DO BANABUIU;62011-970;GASOLINA;06/07/2004;2,24;;R$ / litro;SP
NE;CE;SOBRAL;ANTONIO PORTELA DE ALBUQUERQUE;07.820.392/0001-84;RODOVIA BR 222;S/N;KM 249;SANTA CRUZ DO BANABUIU;62011-970;ETANOL;06/07/2004;1,68;;R$ / litro;SP
NE;CE;SOBRAL;ANTONIO PORTELA DE ALBUQUERQUE;07.820.392/0001-84;RODOVIA BR 222;S/N;KM 249;SANTA CRUZ DO BANABUIU;62011-970;DIESEL;06/07/2004;1,59;;R$ / litro;SP
NE;CE;SOBRAL;JOSE MAIRTON ALVES;07.817.943/0001-50;RUA TABELIÃO IDELFONSO CAVALCANTE;S/N;;CENTRO;62100-000;GASOLINA;06/07/2004;2,31;1,922;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;CE;SOBRAL;JOSE MAIRTON ALVES;07.817.943/0001-50;RUA TABELIÃO IDELFONSO CAVALCANTE;S/N;;CENTRO;62100-000;ETANOL;06/07/2004;1,8;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;CE;SOBRAL;JOSE MAIRTON ALVES;07.817.943/0001-50;RUA TABELIÃO IDELFONSO CAVALCANTE;S/N;;CENTRO;62100-000;DIESEL;06/07/2004;1,66;1,3404;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;CE;SOBRAL;SOBRAL REVENDEDORA DE PETRÓLEO LTDA.;07.815.616/0001-60;AVENIDA JOHN SANFORD;1485;;JUNCO;62030-000;GASOLINA;06/07/2004;2,33;1,9317;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;CE;SOBRAL;SOBRAL REVENDEDORA DE PETRÓLEO LTDA.;07.815.616/0001-60;AVENIDA JOHN SANFORD;1485;;JUNCO;62030-000;ETANOL;06/07/2004;1,8;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;CE;SOBRAL;SOBRAL REVENDEDORA DE PETRÓLEO LTDA.;07.815.616/0001-60;AVENIDA JOHN SANFORD;1485;;JUNCO;62030-000;DIESEL;06/07/2004;1,65;1,4573;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;CE;SOBRAL;ASPEL ASSIS PRADO PETROLEO LTDA;07.302.300/0002-55;RODOVIA BR 222;S/N;KM 225;ZONA RURAL;62000-000;GASOLINA;06/07/2004;2,23;1,8373;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;CE;SOBRAL;ASPEL ASSIS PRADO PETROLEO LTDA;07.302.300/0002-55;RODOVIA BR 222;S/N;KM 225;ZONA RURAL;62000-000;ETANOL;06/07/2004;1,71;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;CE;SOBRAL;ASPEL ASSIS PRADO PETROLEO LTDA;07.302.300/0002-55;RODOVIA BR 222;S/N;KM 225;ZONA RURAL;62000-000;DIESEL;06/07/2004;1,67;1,3512;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;CE;SOBRAL;POSTO BRASIL LTDA;06.560.585/0001-80;RODOVIA BR 222;S/N;KM 221;APRAZÍVEL;62000-000;GASOLINA;06/07/2004;2,28;1,8257;R$ / litro;RAIZEN
NE;CE;SOBRAL;POSTO BRASIL LTDA;06.560.585/0001-80;RODOVIA BR 222;S/N;KM 221;APRAZÍVEL;62000-000;DIESEL;06/07/2004;1,6;1,3264;R$ / litro;RAIZEN
NE;CE;SOBRAL;NEUSA M. S. LOPES;05.091.059/0001-56;RUA TABELIAO ILDEFONSO CAVALCANTE;510;;CENTRO;62010-000;GASOLINA;06/07/2004;2,31;1,857;R$ / litro;SP
NE;CE;SOBRAL;NEUSA M. S. LOPES;05.091.059/0001-56;RUA TABELIAO ILDEFONSO CAVALCANTE;510;;CENTRO;62010-000;DIESEL;06/07/2004;1,64;1,365;R$ / litro;SP
NE;CE;SOBRAL;TIMBO EMPREENDIMENTO DE PETROLEO LTDA;04.552.952/0001-79;RUA CORONEL ESTANISLAU FROTA;210;(ANTIGO 270);CENTRO;62010-560;GASOLINA;06/07/2004;2,32;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;CE;SOBRAL;TIMBO EMPREENDIMENTO DE PETROLEO LTDA;04.552.952/0001-79;RUA CORONEL ESTANISLAU FROTA;210;(ANTIGO 270);CENTRO;62010-560;ETANOL;06/07/2004;1,78;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;CE;SOBRAL;TIMBO EMPREENDIMENTO DE PETROLEO LTDA;04.552.952/0001-79;RUA CORONEL ESTANISLAU FROTA;210;(ANTIGO 270);CENTRO;62010-560;DIESEL;06/07/2004;1,65;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;CE;SOBRAL;SÃO VICENTE EMPREENDIMENTOS DE PETRÓLEO LTDA;04.262.249/0001-26;RODOVIA BR 222 KM 222;S/Nº;;SINHÁ SABÓIA;62114-000;GASOLINA;06/07/2004;2,31;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;CE;SOBRAL;SÃO VICENTE EMPREENDIMENTOS DE PETRÓLEO LTDA;04.262.249/0001-26;RODOVIA BR 222 KM 222;S/Nº;;SINHÁ SABÓIA;62114-000;ETANOL;06/07/2004;1,8;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;CE;SOBRAL;SÃO VICENTE EMPREENDIMENTOS DE PETRÓLEO LTDA;04.262.249/0001-26;RODOVIA BR 222 KM 222;S/Nº;;SINHÁ SABÓIA;62114-000;DIESEL;06/07/2004;1,65;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;CE;SOBRAL;ALESSANDRO LOPES LINHARES EPP;01.921.995/0002-77;AVENIDA SENADOR JOSE HERMINIO DE MORAIS;872;"";COELCE;62020-470;GASOLINA;06/07/2004;2,309;;R$ / litro;SP
NE;CE;SOBRAL;ALESSANDRO LOPES LINHARES EPP;01.921.995/0002-77;AVENIDA SENADOR JOSE HERMINIO DE MORAIS;872;"";COELCE;62020-470;DIESEL;06/07/2004;1,659;;R$ / litro;SP
NE;CE;SOBRAL;POSTO PRINCESA DO NORTE LTDA;01.914.855/0001-90;RUA MENINO DEUS;691;;CENTRO;62010-310;GASOLINA;06/07/2004;2,332;1,8287;R$ / litro;IPIRANGA
NE;CE;SOBRAL;POSTO PRINCESA DO NORTE LTDA;01.914.855/0001-90;RUA MENINO DEUS;691;;CENTRO;62010-310;ETANOL;06/07/2004;1,75;1,23;R$ / litro;IPIRANGA
NE;CE;SOBRAL;POSTO PRINCESA DO NORTE LTDA;01.914.855/0001-90;RUA MENINO DEUS;691;;CENTRO;62010-310;DIESEL;06/07/2004;1,66;1,3402;R$ / litro;IPIRANGA
NE;CE;SOBRAL;COMERCIO DE PETROLEO E LUBRIF. SAO DOMINGOS LTDA;01.492.450/0001-01;RODOVIA BR 222;S/N;KM 232;JABURUNA;62011-970;GASOLINA;06/07/2004;2,24;;R$ / litro;COSAN LUBRIFICANTES
NE;CE;SOBRAL;COMERCIO DE PETROLEO E LUBRIF. SAO DOMINGOS LTDA;01.492.450/0001-01;RODOVIA BR 222;S/N;KM 232;JABURUNA;62011-970;ETANOL;06/07/2004;1,69;;R$ / litro;COSAN LUBRIFICANTES
NE;CE;SOBRAL;COMERCIO DE PETROLEO E LUBRIF. SAO DOMINGOS LTDA;01.492.450/0001-01;RODOVIA BR 222;S/N;KM 232;JABURUNA;62011-970;DIESEL;06/07/2004;1,59;;R$ / litro;COSAN LUBRIFICANTES
NE;CE;SOBRAL;GLORIMAR PETROLEO E LUBRIFICANTES LTDA;01.488.905/0001-15;AVENIDA DOM JOSE;1449;;CENTRO;62011-280;GASOLINA;06/07/2004;2,32;;R$ / litro;RAIZEN
NE;CE;SOBRAL;GLORIMAR PETROLEO E LUBRIFICANTES LTDA;01.488.905/0001-15;AVENIDA DOM JOSE;1449;;CENTRO;62011-280;ETANOL;06/07/2004;1,75;;R$ / litro;RAIZEN
NE;CE;SOBRAL;GLORIMAR PETROLEO E LUBRIFICANTES LTDA;01.488.905/0001-15;AVENIDA DOM JOSE;1449;;CENTRO;62011-280;DIESEL;06/07/2004;1,65;;R$ / litro;RAIZEN
NE;CE;SOBRAL;AUTO POSTO SAO JOSE LTDA;00.980.914/0001-66;RODOVIA CE 362;S/N;KM 18;TAPERUABA;62106-000;GASOLINA;06/07/2004;2,31;;R$ / litro;SP
NE;CE;SOBRAL;AUTO POSTO SAO JOSE LTDA;00.980.914/0001-66;RODOVIA CE 362;S/N;KM 18;TAPERUABA;62106-000;DIESEL;06/07/2004;1,65;;R$ / litro;SP
NE;CE;SOBRAL;POSTO AUTO SOBRAL LTDA;00.464.547/0001-48;RODOVIA BR 222;S/N;KM 219;SINHA SABOIA;62050-000;GASOLINA;06/07/2004;2,29;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;CE;SOBRAL;POSTO AUTO SOBRAL LTDA;00.464.547/0001-48;RODOVIA BR 222;S/N;KM 219;SINHA SABOIA;62050-000;DIESEL;06/07/2004;1,61;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;CE;SOBRAL;AUTO POSTO APRAZIVEL LTDA;00.422.849/0001-53;RODOVIA BR 222;S/N;KM 248;SANTA CRUZ DO BANABUIU;00000-000;GASOLINA;06/07/2004;2,24;1,7961;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;CE;SOBRAL;AUTO POSTO APRAZIVEL LTDA;00.422.849/0001-53;RODOVIA BR 222;S/N;KM 248;SANTA CRUZ DO BANABUIU;00000-000;DIESEL;06/07/2004;1,54;1,3417;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;MELHOR POSTO DE COMBUSTÍVEIS LTDA;02.989.654/0008-91;LOCALIDADE MR-05L A SUL COM LT MR-07/L E A OESTE;S/N;C/ FX. DOM. ROD. DF-130;PLANALTINA;73370-100;GASOLINA;05/07/2004;2,09;1,8473;R$ / litro;BRANCA
CO;DF;BRASILIA;MELHOR POSTO DE COMBUSTÍVEIS LTDA;02.989.654/0008-91;LOCALIDADE MR-05L A SUL COM LT MR-07/L E A OESTE;S/N;C/ FX. DOM. ROD. DF-130;PLANALTINA;73370-100;ETANOL;05/07/2004;1,38;0,8687;R$ / litro;BRANCA
CO;DF;BRASILIA;MELHOR POSTO DE COMBUSTÍVEIS LTDA;02.989.654/0008-91;LOCALIDADE MR-05L A SUL COM LT MR-07/L E A OESTE;S/N;C/ FX. DOM. ROD. DF-130;PLANALTINA;73370-100;DIESEL;05/07/2004;1,47;1,3477;R$ / litro;BRANCA
CO;DF;BRASILIA;POSTO CAPITAL LTDA;05.468.098/0001-20;1A AVENIDA NORTE;44231;;SAMAMBAIA;72307-990;GASOLINA;06/07/2004;2,1;1,8424;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;POSTO CAPITAL LTDA;05.468.098/0001-20;1A AVENIDA NORTE;44231;;SAMAMBAIA;72307-990;ETANOL;06/07/2004;1,45;0,9661;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;POSTO CAPITAL LTDA;05.468.098/0001-20;1A AVENIDA NORTE;44231;;SAMAMBAIA;72307-990;DIESEL;06/07/2004;1,55;1,3494;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;DISTRIBUIDORA BRASILIA DE VEICULOS S/A;00.001.388/0003-07;AREA ESPECIAL N. 01 QUADRA;11;SETOR EXP ECONOMICA;SOBRADINHO;73020-411;GASOLINA;05/07/2004;2,07;1,859;R$ / litro;RAIZEN
CO;DF;BRASILIA;DISTRIBUIDORA BRASILIA DE VEICULOS S/A;00.001.388/0003-07;AREA ESPECIAL N. 01 QUADRA;11;SETOR EXP ECONOMICA;SOBRADINHO;73020-411;ETANOL;05/07/2004;1,38;1,056;R$ / litro;RAIZEN
CO;DF;BRASILIA;DISTRIBUIDORA BRASILIA DE VEICULOS S/A;00.001.388/0003-07;AREA ESPECIAL N. 01 QUADRA;11;SETOR EXP ECONOMICA;SOBRADINHO;73020-411;DIESEL;05/07/2004;1,47;1,359;R$ / litro;RAIZEN
CO;DF;BRASILIA;POSTO PARQUE ALAMEDA DERIVADOS DE PETROLEO LTDA;04.110.106/0001-07;QI-QUADRA INTERNA 01;S/N;LOTES 79,81 E 83;TAGUATINGA;72135-010;GASOLINA;05/07/2004;2,1;;R$ / litro;CBPI
CO;DF;BRASILIA;POSTO PARQUE ALAMEDA DERIVADOS DE PETROLEO LTDA;04.110.106/0001-07;QI-QUADRA INTERNA 01;S/N;LOTES 79,81 E 83;TAGUATINGA;72135-010;ETANOL;05/07/2004;1,45;;R$ / litro;CBPI
CO;DF;BRASILIA;POSTO PARQUE ALAMEDA DERIVADOS DE PETROLEO LTDA;04.110.106/0001-07;QI-QUADRA INTERNA 01;S/N;LOTES 79,81 E 83;TAGUATINGA;72135-010;DIESEL;05/07/2004;1,55;;R$ / litro;CBPI
CO;DF;BRASILIA;DRIVE CAR TRANSPORTES E COMBUSTÍVEIS LTDA;00.012.211/0003-06;AREA ESPECIAL PLLR;1;SLC;GAMA;72460-000;GASOLINA;05/07/2004;2,09;1,8601;R$ / litro;RAIZEN
CO;DF;BRASILIA;DRIVE CAR TRANSPORTES E COMBUSTÍVEIS LTDA;00.012.211/0003-06;AREA ESPECIAL PLLR;1;SLC;GAMA;72460-000;ETANOL;05/07/2004;1,44;1,0871;R$ / litro;RAIZEN
CO;DF;BRASILIA;DRIVE CAR TRANSPORTES E COMBUSTÍVEIS LTDA;00.012.211/0003-06;AREA ESPECIAL PLLR;1;SLC;GAMA;72460-000;DIESEL;05/07/2004;1,51;1,3757;R$ / litro;RAIZEN
CO;DF;BRASILIA;DRIVE CAR TRANSPORTES E COMBUSTÍVEIS LTDA;00.012.211/0002-25;SAE QUADRA 01;S/N;0;SOBRADINHO;73020-010;GASOLINA;06/07/2004;2,09;1,8378;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;DRIVE CAR TRANSPORTES E COMBUSTÍVEIS LTDA;00.012.211/0002-25;SAE QUADRA 01;S/N;0;SOBRADINHO;73020-010;ETANOL;06/07/2004;1,38;0,9637;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;DRIVE CAR TRANSPORTES E COMBUSTÍVEIS LTDA;00.012.211/0002-25;SAE QUADRA 01;S/N;0;SOBRADINHO;73020-010;DIESEL;06/07/2004;1,47;1,3089;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;JB POSTO S E SERVICOS LTDA;24.947.160/0001-00;QNM 25 AREA ESPECIAL;1;0;CANDANGOLÂNDIA;72225-250;GASOLINA;06/07/2004;2,1;1,822;R$ / litro;RAIZEN
CO;DF;BRASILIA;JB POSTO S E SERVICOS LTDA;24.947.160/0001-00;QNM 25 AREA ESPECIAL;1;0;CANDANGOLÂNDIA;72225-250;ETANOL;06/07/2004;1,45;1,0291;R$ / litro;RAIZEN
CO;DF;BRASILIA;JB POSTO S E SERVICOS LTDA;24.947.160/0001-00;QNM 25 AREA ESPECIAL;1;0;CANDANGOLÂNDIA;72225-250;DIESEL;06/07/2004;1,55;1,3713;R$ / litro;RAIZEN
CO;DF;BRASILIA;ESTAÇÃO A COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA.;03.699.197/0001-97;QS 614 CONJUNTO A LOTE 01;S/N;LOTE 01;SAMAMBAIA;72322-580;GASOLINA;06/07/2004;1,98;1,8289;R$ / litro;CBPI
CO;DF;BRASILIA;ESTAÇÃO A COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA.;03.699.197/0001-97;QS 614 CONJUNTO A LOTE 01;S/N;LOTE 01;SAMAMBAIA;72322-580;ETANOL;06/07/2004;1,14;0,9896;R$ / litro;CBPI
CO;DF;BRASILIA;ESTAÇÃO A COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA.;03.699.197/0001-97;QS 614 CONJUNTO A LOTE 01;S/N;LOTE 01;SAMAMBAIA;72322-580;DIESEL;06/07/2004;1,55;1,3408;R$ / litro;CBPI
CO;DF;BRASILIA;AUTO POSTO AGUAS CLARAS LTDA;38.076.089/0001-42;ALAMEDA DOS EUCALIPTOS QDA. 107 LOTE;15;;TAGUATINGA.;70310-500;GASOLINA;06/07/2004;2,1;;R$ / litro;IPIRANGA
CO;DF;BRASILIA;AUTO POSTO AGUAS CLARAS LTDA;38.076.089/0001-42;ALAMEDA DOS EUCALIPTOS QDA. 107 LOTE;15;;TAGUATINGA.;70310-500;ETANOL;06/07/2004;1,45;;R$ / litro;IPIRANGA
CO;DF;BRASILIA;AUTO POSTO AGUAS CLARAS LTDA;38.076.089/0001-42;ALAMEDA DOS EUCALIPTOS QDA. 107 LOTE;15;;TAGUATINGA.;70310-500;DIESEL;06/07/2004;1,55;;R$ / litro;IPIRANGA
CO;DF;BRASILIA;AUTO POSTO ALMENARA LTDA.;05.299.796/0001-49;VIA NB 01 PLL;2;;NÚCLEO BANDEIRANTES;71710-300;GASOLINA;05/07/2004;2,1;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO ALMENARA LTDA.;05.299.796/0001-49;VIA NB 01 PLL;2;;NÚCLEO BANDEIRANTES;71710-300;ETANOL;05/07/2004;1,45;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO ALMENARA LTDA.;05.299.796/0001-49;VIA NB 01 PLL;2;;NÚCLEO BANDEIRANTES;71710-300;DIESEL;05/07/2004;1,55;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO G SUL LTDA;02.570.563/0001-40;CSG 13 LOTE 01;SN;;TAGUATINGA;72035-513;GASOLINA;05/07/2004;2,1;1,8123;R$ / litro;IPIRANGA
CO;DF;BRASILIA;AUTO POSTO G SUL LTDA;02.570.563/0001-40;CSG 13 LOTE 01;SN;;TAGUATINGA;72035-513;ETANOL;05/07/2004;1,42;0,8269;R$ / litro;IPIRANGA
CO;DF;BRASILIA;AUTO POSTO G SUL LTDA;02.570.563/0001-40;CSG 13 LOTE 01;SN;;TAGUATINGA;72035-513;DIESEL;05/07/2004;1,55;1,3262;R$ / litro;IPIRANGA
CO;DF;BRASILIA;GP COMERCIO DE PETROLEO LTDA EPP;03.776.075/0001-57;RODOVIA DF 130 NOVO;S/N;KM ZERO ANTIGO KM 24 PROXIMO - COND. VALE DO SOL;PLANALTINA;73301-970;GASOLINA;05/07/2004;2,09;1,839;R$ / litro;IPIRANGA
CO;DF;BRASILIA;GP COMERCIO DE PETROLEO LTDA EPP;03.776.075/0001-57;RODOVIA DF 130 NOVO;S/N;KM ZERO ANTIGO KM 24 PROXIMO - COND. VALE DO SOL;PLANALTINA;73301-970;ETANOL;05/07/2004;1,4;0,9835;R$ / litro;IPIRANGA
CO;DF;BRASILIA;GP COMERCIO DE PETROLEO LTDA EPP;03.776.075/0001-57;RODOVIA DF 130 NOVO;S/N;KM ZERO ANTIGO KM 24 PROXIMO - COND. VALE DO SOL;PLANALTINA;73301-970;DIESEL;05/07/2004;1,49;1,3263;R$ / litro;IPIRANGA
CO;DF;BRASILIA;CANAÃ COMBUSTÍVEIS PARA VEÍCULOS LTDA.;00.661.132/0004-07;QNO 08 PLL;S/N;;CANDANGOLÂNDIA;71920-540;GASOLINA;06/07/2004;2,1;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;CANAÃ COMBUSTÍVEIS PARA VEÍCULOS LTDA.;00.661.132/0004-07;QNO 08 PLL;S/N;;CANDANGOLÂNDIA;71920-540;ETANOL;06/07/2004;1,45;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;CANAÃ COMBUSTÍVEIS PARA VEÍCULOS LTDA.;00.661.132/0004-07;QNO 08 PLL;S/N;;CANDANGOLÂNDIA;71920-540;DIESEL;06/07/2004;1,55;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;REX COMERCIAL DE COMBUSTIVEIS LTDA;37.088.549/0001-90;AREA CSD AREA ESPECIAL PARA POSTO ANTIGO CINE REX;S/N;;TAGUATINGA;72020-000;GASOLINA;05/07/2004;2,09;1,8647;R$ / litro;RAIZEN
CO;DF;BRASILIA;REX COMERCIAL DE COMBUSTIVEIS LTDA;37.088.549/0001-90;AREA CSD AREA ESPECIAL PARA POSTO ANTIGO CINE REX;S/N;;TAGUATINGA;72020-000;ETANOL;05/07/2004;1,45;1,0642;R$ / litro;RAIZEN
CO;DF;BRASILIA;REX COMERCIAL DE COMBUSTIVEIS LTDA;37.088.549/0001-90;AREA CSD AREA ESPECIAL PARA POSTO ANTIGO CINE REX;S/N;;TAGUATINGA;72020-000;DIESEL;05/07/2004;1,55;1,3647;R$ / litro;RAIZEN
CO;DF;BRASILIA;POSTO METROPOLITANO DERIVADOS DE PETRÓLEO LTDA.;04.273.260/0001-91;Q-QUADRA 1;S/N;CONJUNTO A LOTE 03;CEILÂNDIA;72145-101;GASOLINA;06/07/2004;2,1;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;POSTO METROPOLITANO DERIVADOS DE PETRÓLEO LTDA.;04.273.260/0001-91;Q-QUADRA 1;S/N;CONJUNTO A LOTE 03;CEILÂNDIA;72145-101;ETANOL;06/07/2004;1,45;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;POSTO METROPOLITANO DERIVADOS DE PETRÓLEO LTDA.;04.273.260/0001-91;Q-QUADRA 1;S/N;CONJUNTO A LOTE 03;CEILÂNDIA;72145-101;DIESEL;06/07/2004;1,55;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;AUTO POSTO CATEDRAL LTDA;02.389.008/0001-17;RODOVIA BR 060;SN;KM 14;RECANTO DAS EMAS;72600-100;GASOLINA;05/07/2004;2,04;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO CATEDRAL LTDA;02.389.008/0001-17;RODOVIA BR 060;SN;KM 14;RECANTO DAS EMAS;72600-100;ETANOL;05/07/2004;1,4;;R$ / litro;RAIZEN
CO;DF;BRASILIA;AUTO POSTO CATEDRAL LTDA;02.389.008/0001-17;RODOVIA BR 060;SN;KM 14;RECANTO DAS EMAS;72600-100;DIESEL;05/07/2004;1,39;;R$ / litro;RAIZEN
CO;DF;BRASILIA;CMKS COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA;03.511.883/0001-92;QUADRA 101   AV. RECANTO DAS EMAS;12;0;RECANTO DAS EMAS;72600-100;GASOLINA;05/07/2004;2,05;1,8572;R$ / litro;CBPI
CO;DF;BRASILIA;CMKS COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA;03.511.883/0001-92;QUADRA 101   AV. RECANTO DAS EMAS;12;0;RECANTO DAS EMAS;72600-100;ETANOL;05/07/2004;1,39;0,9932;R$ / litro;CBPI
