Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
S20121700056,07/16/2014,2572,Hy-Vee Food Store / Cedar Falls,6301 UNIVERSITY,CEDAR FALLS,50613,POINT (-92.435236 42.512789),07,Black Hawk,1011100,BLENDED WHISKIES,260,Diageo Americas,25616,Seagrams 7 Crown Pet Flask,12,750,7.00,10.49,12,125.88,9.00,2.38
S16978900009,01/22/2014,4762,Huber's Store Inc.,101 MAIN ST,FORT ATKINSON,52144,POINT (-91.932448 43.14339),96,Winneshiek,1081015,IMPORTED AMARETTO,130,Disaronno International LLC,64136,Disaronno Amaretto,12,750,13.86,20.79,2,41.58,1.50,0.40
S05452200103,05/09/2012,3573,Quik Shop Foods / Four M In,405 S MADISON,OTTUMWA,52501,POINT (-92.41041400000002 40.999034),90,Wapello,1082900,MISC. IMPORTED CORDIALS & LIQUEURS,192,Sidney Frank Importing Co.,65256,Jagermeister Liqueur,12,750,12.04,18.06,3,54.18,2.25,0.59
S07690200021,09/12/2012,4157,Fareway Stores #993 / North Liberty,615 WESTWOOD DR   P.O Box 96,NORTH LIBERTY,52317,POINT (-91.608385 41.741097),52,Johnson,1011100,BLENDED WHISKIES,260,Diageo Americas,25608,Seagrams 7 Crown Bl Whiskey,6,1750,11.26,16.90,6,101.40,10.50,2.77
S05271300048,04/30/2012,3773,Benz Distributing,501 7TH AVE SE,CEDAR RAPIDS,52401,POINT (-91.659875 41.97574),57,Linn,1081315,CINNAMON SCHNAPPS,65,Jim Beam Brands,82610,Dekuyper Hot Damn!,12,1000,7.35,11.02,12,132.24,12.00,3.17
S20366100007,07/30/2014,4167,"Iowa Street Market, Inc.",1256 IOWA ST,DUBUQUE,52001,POINT (-90.668138 42.504959),31,Dubuque,1032080,IMPORTED VODKA,260,Diageo Americas,36871,Ciroc Luxury Vodka,12,750,18.75,28.12,12,337.44,9.00,2.38
S05700500003,05/24/2012,3540,Super Target T-0533 / Davenport,5225 ELMORE AVE,DAVENPORT,52807,POINT (-90.528585 41.573196),82,Scott,1031080,VODKA 80 PROOF,55,Sazerac North America,37938,Skol Vodka,6,1750,6.45,10.00,6,60.00,10.50,2.77
S28233600003,10/01/2015,4768,Kum & Go #777 / Urbandale,8228 DOUGLAS AVE,URBANDALE,50322,POINT (-93.731344 41.629152),77,Polk,1031080,VODKA 80 PROOF,434,Luxco-St Louis,36306,Hawkeye Vodka,12,750,3.34,5.01,12,60.12,9.00,2.38
S08208500023,10/09/2012,2603,Hy-Vee Wine and Spirits / Bettendorf,2890 DEVILS GLEN ROAD,BETTENDORF,52722,POINT (-90.483701 41.552338),82,Scott,1042100,IMPORTED DRY GINS,260,Diageo Americas,28866,Tanqueray Gin,12,750,12.00,17.99,12,215.88,9.00,2.38
S16189400021,12/10/2013,3616,Laurens Food Pride,410 W MAIN ST,LAURENS,50554,POINT (-94.853219 42.846725),76,Pocahontas,1081390,IMPORTED SCHNAPPS,421,"Sazerac Co., Inc.",69656,Dr. Mcgillicuddy's Mentholmint,12,750,8.67,13.01,6,78.06,4.50,1.19
S12369100004,05/22/2013,3400,Last Stop Beverage Shop,2839 E. UNIVERSITY,DES MOINES,50317,POINT (-93.561517 41.600476),77,Polk,1082900,MISC. IMPORTED CORDIALS & LIQUEURS,259,Heaven Hill Brands,65194,Hpnotiq,12,375,6.35,9.52,12,114.24,4.50,1.19
S21791500046,10/15/2014,3973,Mmdg Spirits / Ames,126A WELCH AVE,AMES,50014,POINT (-93.650131 42.021789),85,Story,1081030,COFFEE LIQUEURS,410,The Patron Spirits Company,67595,Patron Xo Cafe,6,750,14.50,21.75,1,21.75,0.75,0.20
S04883400033,04/04/2012,3514,Karen's Spirits and Wine,328  2ND AVE S,FORT DODGE,50501,POINT (-94.192501 42.502311),94,Webster,1031080,VODKA 80 PROOF,297,Laird And Company,35918,Five O'clock Vodka,6,1750,6.92,10.38,6,62.28,10.50,2.77
S06275900088,06/27/2012,2562,Hy-Vee Food Store / Fort Dodge,115 SOUTH 29TH ST,FORT DODGE,50501,POINT (-94.15824700000002 42.504742),94,Webster,1011100,BLENDED WHISKIES,260,Diageo Americas,25604,Seagrams 7 Crown Bl Whiskey,24,375,3.50,5.25,3,15.75,1.12,0.30
S19563200025,06/17/2014,3678,"Smoke Shop, The",1918 SE 14TH ST,DES MOINES,50320,POINT (-93.597011 41.570844),77,Polk,1032080,IMPORTED VODKA,260,Diageo Americas,36871,Ciroc Luxury Vodka,12,750,18.75,28.12,3,84.36,2.25,0.59
S16588700201,12/30/2013,4129,Cyclone Liquors,626 LINCOLN WAY,AMES,50010,POINT (-93.618911 42.022854),85,Story,1081312,BUTTERSCOTCH SCHNAPPS,380,Phillips Beverage Company,83363,Ice Hole Butterscotch Schnapps,12,750,5.15,7.73,2,15.46,1.50,0.40
S19922500054,07/08/2014,3420,Sam's Club 6344 / Windsor Heights,1101  73RD STREET,WINDSOR HEIGHTS,50311,POINT (-93.718027 41.599172),77,Polk,1022100,TEQUILA,461,Campari(skyy),89139,Cabo Wabo Reposado,6,750,20.76,31.14,6,186.84,4.50,1.19
S23811500031,02/03/2015,3783,Dyno's Wine and Spirits / Pocahontas,14 1/2 E ELM,POCAHONTAS,50574,POINT (-94.66731100000001 42.732607),76,Pocahontas,1031200,VODKA FLAVORED,380,Phillips Beverage Company,41360,Uv Pink Lemonade Vodka,12,750,6.50,9.75,2,19.50,1.50,0.40
S07879300006,09/24/2012,2835,CVS Pharmacy #8538 / Cedar Falls,2302 WEST FIRST ST,CEDAR FALLS,50613,POINT (-92.472778 42.539874),07,Black Hawk,1031080,VODKA 80 PROOF,434,Luxco-St Louis,36308,Hawkeye Vodka,6,1750,7.13,10.70,6,64.20,10.50,2.77
S11785400066,04/22/2013,3791,Pit Stop Liquor and Tobacco,111 E HARRISON ST,JEFFERSON,50129,POINT (-94.374156 42.014308),37,Greene,1081600,WHISKEY LIQUEUR,85,Brown-Forman Corporation,86887,Southern Comfort,12,1000,11.82,17.74,2,35.48,2.00,0.53
S27166300085,08/05/2015,2505,Hy-Vee Wine and Spirits / Boone,1111  8TH ST,BOONE,50036,POINT (-93.876107 42.063831),08,Boone,1022100,TEQUILA,65,Jim Beam Brands,89617,Sauza Cien Anos Reposado,12,750,10.00,15.00,2,30.00,1.50,0.40
S10995900013,03/07/2013,2958,Dahl's / E 33rd,3400 E 33 ST,DES MOINES,50317,POINT (-93.551522 41.62616),77,Polk,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11776,Black Velvet,12,750,5.23,7.84,24,188.16,18.00,4.76
S10293400020,01/29/2013,3728,Brewski's Beverage,726 CREEK TOP,COUNCIL BLUFFS,51503,POINT (-95.854809 41.262316),78,Pottawattamie,1081390,IMPORTED SCHNAPPS,421,"Sazerac Co., Inc.",69637,Dr. Mcgillicuddy's Cherry Schnapps,12,1000,11.00,16.50,12,198.00,12.00,3.17
S14073700036,10/11/2013,2501,Hy-vee  #2 / Ames,640 LINCOLNWAY,AMES,50010,POINT (-93.619455 42.022848),85,Story,1062300,FLAVORED RUM,370,Pernod Ricard USA/Austin Nichols,42214,Malibu Swirl,12,750,6.74,10.49,12,125.88,9.00,2.38
S10323500020,01/30/2013,2961,Dahl's / Ep True / Wdm,5003 E P TRUE PARKWAY,WEST DES MOINES,50265,POINT (-93.772517 41.571897),77,Polk,1031080,VODKA 80 PROOF,55,Sazerac North America,35318,Barton Vodka,6,1750,6.92,10.38,6,62.28,10.50,2.77
S25380400025,04/30/2015,3647,Wal-Mart 2889 / Clinton,2715 SOUTH 25TH ST,CLINTON,52732,POINT (-90.245005 41.818874),23,Clinton,1031200,VODKA FLAVORED,380,Phillips Beverage Company,41692,Uv Blue (raspberry) Vodka,6,1750,10.99,16.49,6,98.94,10.50,2.77
S05094800005,04/18/2012,4402,KUM & GO #80 / RIVERSIDE,1178 ENTERPRISE DR,RIVERSIDE,52327,POINT (-91.555044 41.486572),92,Washington,1031080,VODKA 80 PROOF,421,"Sazerac Co., Inc.",36978,Nikolai Vodka,6,1750,6.87,10.30,6,61.80,10.50,2.77
S06236900005,06/25/2012,4101,Lucky Stop Inc.,301 WATER ST  PO BOX 166,CAMBRIDGE,50046,POINT (-93.529231 41.899481),85,Story,1012100,CANADIAN WHISKIES,260,Diageo Americas,11293,Crown Royal Canadian Whisky,48,200,4.47,6.70,2,13.40,0.40,0.11
S20887700066,08/27/2014,2621,Hy-Vee Food Store #3 / Sioux City,3301 GORDON DR,SIOUX CITY,51105,POINT (-96.364108 42.487752),97,Woodbury,1081600,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,4,178.32,12.00,3.17
S11382500048,04/01/2013,4109,Best Trip,1516 SE 1ST,DES MOINES,50315,POINT (-93.613469 41.57592900000001),77,Polk,1051010,AMERICAN GRAPE BRANDIES,115,"Constellation Wine Company, Inc.",53213,Paul Masson Grande Amber Brandy,24,200,1.77,2.66,1,2.66,0.20,0.05
S19929700005,07/09/2014,3789,Wal-Mart 1393 / Oskaloosa,2203 A AVENUE WEST,OSKALOOSA,52577,POINT (-92.669924 41.298516),62,Mahaska,1081010,AMERICAN AMARETTO,434,Luxco-St Louis,76486,Paramount Amaretto,12,750,3.38,5.07,12,60.84,9.00,2.38
S12505500009,05/31/2013,4015,Wal-Mart 0749 / Ames,3015 GRAND AVE,AMES,50010,POINT (-93.62068300000001 42.05242),85,Story,1011100,BLENDED WHISKIES,260,Diageo Americas,25608,Seagrams 7 Crown Bl Whiskey,6,1750,11.96,17.93,6,107.58,10.50,2.77
S04232100011,02/23/2012,4134,Pleasantville Grocery,105 W MONROE ST,PLEASANTVILLE,50225,POINT (-93.269702 41.386718),63,Marion,1081300,PEPPERMINT SCHNAPPS,434,Luxco-St Louis,81207,Paramount Peppermint Schnapps,12,1000,4.05,6.08,2,12.16,2.00,0.53
S14116800005,08/26/2013,3628,Wal-Mart 1528 / Cedar Rapids,2645 BLAIRS FERRY RD NE,CEDAR RAPIDS,52402,POINT (-91.680734 42.034748),57,Linn,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,20248,Old Crow,6,1750,8.92,13.38,6,80.28,10.50,2.77
S09377100051,12/10/2012,2643,Hy-Vee Wine and Spirits / Waterloo,2126 KIMBALL AVE,WATERLOO,50701,,07,Black Hawk,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43387,Castillo Silver Rum,12,1000,4.89,7.33,12,87.96,12.00,3.17
S25627900013,05/13/2015,2603,Hy-Vee Wine and Spirits / Bettendorf,2890 DEVILS GLEN ROAD,BETTENDORF,52722,POINT (-90.483701 41.552338),82,Scott,1011100,BLENDED WHISKIES,260,Diageo Americas,25604,Seagrams 7 Crown Bl Whiskey,24,375,3.50,5.25,24,126.00,9.00,2.38
S19164300059,05/28/2014,3632,Wal-Mart 2004 / Dubuque,4200 DODGE ST,DUBUQUE,52003,POINT (-90.736955 42.489041),31,Dubuque,1081600,WHISKEY LIQUEUR,85,Brown-Forman Corporation,86888,Southern Comfort PET,6,1750,19.16,28.74,6,172.44,10.50,2.77
S16394000161,12/19/2013,4829,Central City 2,1501 MICHIGAN AVE,DES MOINES,50314,POINT (-93.613739 41.60572),77,Polk,1062310,SPICED RUM,260,Diageo Americas,43244,Captain Morgan 100 Proof Spiced Rum,12,750,10.00,14.99,2,29.98,1.50,0.40
S08369100060,10/16/2012,3629,Wal-Mart 1965 / Council Bluffs,3200 MANAWA DR,COUNCIL BLUFFS,51503,,78,Pottawattamie,1071100,AMERICAN COCKTAILS,55,Sazerac North America,57148,Chi-Chi's Margarita W/tequila,6,1750,5.99,9.24,6,55.44,10.50,2.77
S21116300054,09/09/2014,3963,Tobacco Hut #14 / Council Bluffs,1925 W BROADWAY,COUNCIL BLUFFS,51501,POINT (-95.873073 41.261866),78,Pottawattamie,1031080,VODKA 80 PROOF,434,Luxco-St Louis,36305,Hawkeye Vodka,12,750,3.34,5.01,2,10.02,1.50,0.40
S19404800070,06/09/2014,2591,Hy-Vee Wine and Spirits / Atlantic,1602 E. 7TH ST.,ATLANTIC,50022,POINT (-94.990031 41.403856),15,Cass,1041100,AMERICAN DRY GINS,370,Pernod Ricard USA/Austin Nichols,32235,Seagrams Extra Dry Gin Pet,12,750,6.49,9.74,4,38.96,3.00,0.79
S08795100067,11/06/2012,2625,Hy-Vee Wine and Spirits #2,3301 W KIMBERLY RD,DAVENPORT,52804,,82,Scott,1022100,TEQUILA,55,Sazerac North America,89577,Montezuma Gold Tequila,12,1000,7.02,10.53,144,1516.32,144.00,38.04
S15616400048,11/07/2013,2623,Hy-Vee Food Store #4 / Sioux City,2827 HAMILTON BLVD,SIOUX CITY,51104,POINT (-96.417783 42.519886),97,Woodbury,1041100,AMERICAN DRY GINS,380,Phillips Beverage Company,31718,Phillips Gin,6,1750,7.80,11.69,6,70.14,10.50,2.77
S04563900063,03/14/2012,2523,Hy-Vee Food Store / Centerville,414 N 18TH ST,CENTERVILLE,52544,POINT (-92.86795 40.735639),04,Appanoose,1081200,CREAM LIQUEURS,260,Diageo Americas,68043,Bailey's Coffee Irish Cream,12,750,12.41,18.80,1,18.80,0.75,0.20
S11205500010,03/20/2013,4324,Dayton Community Grocery,22 NORTH MAIN,DAYTON,50530,POINT (-94.068439 42.26168),94,Webster,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19066,Jim Beam,12,750,9.97,14.96,2,29.92,1.50,0.40
S15698900077,11/13/2013,2594,Hy-Vee Food Store / Sioux City,4500 SERGEANT ROAD,SIOUX CITY,51106,POINT (-96.346969 42.447396),97,Woodbury,1031080,VODKA 80 PROOF,461,Campari(skyy),37986,Skyy Vodka,12,750,10.01,15.01,2,30.02,1.50,0.40
S04557900018,03/14/2012,4134,Pleasantville Grocery,105 W MONROE ST,PLEASANTVILLE,50225,POINT (-93.269702 41.386718),63,Marion,1062310,SPICED RUM,260,Diageo Americas,43316,Captain Morgan Private Stock Rum,12,750,11.45,17.18,3,51.54,2.25,0.59
S18058300032,03/25/2014,3622,Wal-Mart 1415 / Spirit Lake,2600 HWY 71,SPIRIT LAKE,51360,POINT (-95.126535 43.416452),30,Dickinson,1081200,CREAM LIQUEURS,461,Campari(skyy),68126,Carolan's Irish Cream Liqueur,12,750,7.70,11.55,24,277.20,18.00,4.76
S16144500142,12/09/2013,2629,Hy-Vee Food Store #2 / Council Bluff,1745 MADISON AVE,COUNCIL BLUFFS,51503,POINT (-95.825137 41.242732),78,Pottawattamie,1012200,SCOTCH WHISKIES,260,Diageo Americas,5288,J & B Rare Scotch,6,1750,22.50,33.74,3,101.22,5.25,1.39
S28492400004,10/15/2015,4839,DS Services LLC,87 8th ST N,Northwood,50459,POINT (-93.220898 43.444481),98,Worth,1062310,SPICED RUM,434,Luxco-St Louis,44658,Lady Bligh Spiced Rum,6,1750,11.00,16.50,6,99.00,10.50,2.77
S17611100001,02/26/2014,4905,South Side Grocery,"319, COURT ST",ROCKWELL CITY,50579,POINT (-94.632453 42.394636),13,Calhoun,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11788,Black Velvet,6,1750,9.70,14.92,6,89.52,10.50,2.77
S10669300029,02/18/2013,4829,Central City 2,1501 MICHIGAN AVE,DES MOINES,50314,POINT (-93.613739 41.60572),77,Polk,1032200,IMPORTED VODKA - MISC,370,Pernod Ricard USA/Austin Nichols,34029,Absolut Citron (lemon Vodka),12,1000,15.00,22.49,24,539.76,24.00,6.34
S24689300068,03/24/2015,2651,Hy-Vee / Waverly,1311 4 STREET SW,WAVERLY,50677,POINT (-92.475403 42.712263),09,Bremer,1062300,FLAVORED RUM,65,Jim Beam Brands,44419,Cruzan Black Cherry Rum,12,750,6.83,10.25,2,20.50,1.50,0.40
S08834400028,11/08/2012,4192,Fareway Stores #044 / Bettendorf,3800 BELMONT RD,BETTENDORF,52722,POINT (-90.480368 41.556273),82,Scott,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,45276,Paramount White Rum,12,750,3.85,5.77,3,17.31,2.25,0.59
S18830900038,05/07/2014,3869,Bootleggin' Barzini's Fin,412  1ST AVE,CORALVILLE,52241,POINT (-91.565517 41.672672),52,Johnson,1011100,BLENDED WHISKIES,65,Jim Beam Brands,24466,Kessler Blend Whiskey Traveler,12,750,5.51,8.26,4,33.04,3.00,0.79
S23680400015,01/26/2015,4829,Central City 2,1501 MICHIGAN AVE,DES MOINES,50314,POINT (-93.613739 41.60572),77,Polk,1042100,IMPORTED DRY GINS,240,"WILLIAM GRANT AND SONS, INC.",28627,Hendrick's Gin,6,1000,21.17,31.76,6,190.56,6.00,1.59
S16936800055,01/21/2014,2562,Hy-Vee Food Store / Fort Dodge,115 SOUTH 29TH ST,FORT DODGE,50501,POINT (-94.15824700000002 42.504742),94,Webster,1071100,AMERICAN COCKTAILS,55,Sazerac North America,57174,Chi-Chi's Skinny Margarita,6,1750,6.00,9.25,6,55.50,10.50,2.77
S05585900001,05/17/2012,3805,Washington Street Mini Mart,1601 WASHINGTON ST,DAVENPORT,52084,POINT (-90.665741 42.508947),82,Scott,1041100,AMERICAN DRY GINS,370,Pernod Ricard USA/Austin Nichols,32233,Seagrams Extra Dry Gin,48,200,2.04,3.06,48,146.88,9.60,2.54
S06960700017,08/06/2012,2248,Ingersoll Liquor and Beverage,3500 INGERSOLL AVE,DES MOINES,50312,POINT (-93.664182 41.586319),77,Polk,1031200,VODKA FLAVORED,85,Brown-Forman Corporation,40697,Little Black Dress Pineapple Honey,12,750,7.88,11.82,12,141.84,9.00,2.38
S11028600017,03/11/2013,3656,Target Store T-1767 / Ankeny,2135 SE DELAWARE AVE,ANKENY,50021,POINT (-93.581201 41.708563),77,Polk,1071100,AMERICAN COCKTAILS,65,Jim Beam Brands,63359,Skinnygirl White Peach Margarita,12,750,7.87,11.81,12,141.72,9.00,2.38
S22066900024,10/28/2014,2963,Dahl's / Clive,15500 HICKMAN,CLIVE,50325,POINT (-93.831913 41.614713),77,Polk,1062100,JAMAICA RUM,461,Campari(skyy),42006,Appleton Signature Blend,12,750,10.50,15.75,3,47.25,2.25,0.59
S23971900057,02/10/2015,2552,Hy-Vee Food Store #3 / Cedar Rapids,20 WILSON AVENUE WEST,CEDAR RAPIDS,52404,POINT (-91.658577 41.955859),57,Linn,1081600,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64866,Fireball Cinnamon Whiskey,12,750,8.98,13.47,12,161.64,9.00,2.38
S29327800014,11/30/2015,3663,Wal-Mart 1496 / Waterloo,1334 FLAMMANG DR,WATERLOO,50702,POINT (-92.330801 42.460238),07,Black Hawk,1051010,AMERICAN GRAPE BRANDIES,205,E AND J GALLO WINERY,52596,E & J Vs,12,750,5.92,8.88,24,213.12,18.00,4.76
S28684300090,10/27/2015,3390,Okoboji Avenue Liquor,1610 OKOBOJI AVENUE,MILFORD,51351,POINT (-95.149955 43.331525),30,Dickinson,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,27680,Jim Beam Kentucky Fire Mini,12,500,4.70,7.05,1,7.05,0.50,0.13
S22038400037,10/28/2014,3705,Liquor Locker,507 1ST AVE #100,ROCK RAPIDS,51246,,60,Lyon,1081350,SPEARMINT SCHNAPPS,434,Luxco-St Louis,82187,Arrow Spearmint Schnapps,12,1000,4.75,7.13,2,14.26,2.00,0.53
S07224600029,08/21/2012,3816,Swils,200 E OAK ST,RED OAK,51566,POINT (-95.230032 41.016691),69,Montgomery,1012100,CANADIAN WHISKIES,260,Diageo Americas,11366,Crown Royal Special Reserve,12,750,24.50,36.74,1,36.74,0.75,0.20
S18325600004,04/09/2014,2190,"Central City Liquor, Inc.",1460 2ND AVE,DES MOINES,50314,POINT (-93.619787 41.60566),77,Polk,1031080,VODKA 80 PROOF,380,Phillips Beverage Company,37347,Phillips Vodka,12,1000,4.29,6.44,12,77.28,12.00,3.17
S27409500010,08/19/2015,5147,Victor's Market,1001 3RD  ST,VICTOR,52347,POINT (-92.301206 41.730666),79,Poweshiek,1011300,TENNESSEE WHISKIES,85,Brown-Forman Corporation,26826,Jack Daniels Old #7 Black Lbl,12,750,15.07,22.61,4,90.44,3.00,0.79
S23951200029,02/10/2015,2620,Hy-Vee / Windsor Heights,7101 UNIVERSITY AVE,WINDSOR HEIGHTS,50311,,77,Polk,1012300,IRISH WHISKIES,395,Proximo,15776,Bushmills Irish Whiskey,12,750,13.00,19.50,2,39.00,1.50,0.40
S27253900087,08/11/2015,2666,Hy-Vee #2 / Ankeny,2510 SW STATE ST,ANKENY,50023,POINT (-93.621824 41.705188),77,Polk,1031200,VODKA FLAVORED,394,Black Rock Spirits,35527,Bakon Vodka,6,750,15.00,22.50,2,45.00,1.50,0.40
S06780000189,07/25/2012,2501,Hy-vee  #2 / Ames,640 LINCOLNWAY,AMES,50010,POINT (-93.619455 42.022848),85,Story,1081200,CREAM LIQUEURS,260,Diageo Americas,74086,Godiva Liqueur,12,750,17.00,25.49,2,50.98,1.50,0.40
S19475600013,06/11/2014,4975,Walgreens #15647 / Sioux City,1900 HAMILTON BLVD,SIOUX CITY,51104,POINT (-96.4167 42.511229),97,Woodbury,1062310,SPICED RUM,260,Diageo Americas,43331,Captain Morgan Spiced Rum Mini,12,500,5.50,8.25,2,16.50,1.00,0.26
S19786700165,06/26/2014,2663,Hy-Vee / Urbandale,8701 DOUGLAS,URBANDALE,50322,POINT (-93.739105 41.629364),77,Polk,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,45275,Paramount White Rum Traveler,12,750,4.00,6.00,24,144.00,18.00,4.76
S10815500011,02/26/2013,2655,Hy-Vee Food Store / Clarinda,1200 S 16TH ST,CLARINDA,51632,POINT (-95.037849 40.726808),73,Page,1081312,BUTTERSCOTCH SCHNAPPS,65,Jim Beam Brands,82780,Dekuyper Buttershots Schnapps Traveler,12,750,6.30,9.45,12,113.40,9.00,2.38
S25058700018,04/14/2015,2565,Hy-Vee Food Store / Spencer,819 N GRAND AVE,SPENCER,51301,POINT (-95.14506 43.145897),21,Clay,1031080,VODKA 80 PROOF,205,E AND J GALLO WINERY,36969,New Amsterdam Vodka,12,750,6.90,10.35,12,124.20,9.00,2.38
S27786600007,09/09/2015,3949,Wal-Mart 0751 / Pella,1650 WASHINGTON ST,PELLA,50219,POINT (-92.933676 41.410379),63,Marion,1012100,CANADIAN WHISKIES,65,Jim Beam Brands,15248,Windsor Canadian Pet,6,1750,9.18,13.77,6,82.62,10.50,2.77
S06657700132,07/18/2012,2648,Hy-Vee #4 / WDM,555 S 51ST ST,WEST DES MOINES,50265,POINT (-93.773557 41.561197),77,Polk,1022100,TEQUILA,421,"Sazerac Co., Inc.",88766,Tortilla White Tequila,12,750,6.27,9.40,3,28.20,2.25,0.59
S18294500045,04/08/2014,3705,Liquor Locker,507 1ST AVE #100,ROCK RAPIDS,51246,,60,Lyon,1062050,BARBADOS RUM,305,MHW Ltd,42244,Blue Chair Bay Coconut Spiced,12,750,9.42,14.13,3,42.39,2.25,0.59
S28128300037,09/28/2015,2555,Hy-Vee Food Store / Keokuk,3111 MAIN,KEOKUK,52632,POINT (-91.403752 40.41538),56,Lee,1081700,DISTILLED SPIRITS SPECIALTY,259,Heaven Hill Brands,73702,Evan Williams Honey,12,750,7.94,11.91,12,142.92,9.00,2.38
S27705100037,09/03/2015,3400,Last Stop Beverage Shop,2839 E. UNIVERSITY,DES MOINES,50317,POINT (-93.561517 41.600476),77,Polk,1071100,AMERICAN COCKTAILS,421,"Sazerac Co., Inc.",59037,Desert Island Long Island Ice Tea Cocktail,12,1000,4.36,6.54,12,78.48,12.00,3.17
S23463100127,01/13/2015,2629,Hy-Vee Food Store #2 / Council Bluff,1745 MADISON AVE,COUNCIL BLUFFS,51503,POINT (-95.825137 41.242732),78,Pottawattamie,1012200,SCOTCH WHISKIES,260,Diageo Americas,5346,Johnnie Walker Red,12,750,14.25,21.38,6,128.28,4.50,1.19
S19386200018,06/05/2014,4829,Central City 2,1501 MICHIGAN AVE,DES MOINES,50314,POINT (-93.613739 41.60572),77,Polk,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,20247,Old Crow,12,1000,4.98,7.47,12,89.64,12.00,3.17
S09897600041,01/07/2013,2636,Hy-Vee Wine and Spirits / Hubbell,2310 HUBBELL AVE,DES MOINES,50317,POINT (-93.573845 41.604312),77,Polk,1031200,VODKA FLAVORED,380,Phillips Beverage Company,41696,Uv Green (apple) Vodka,12,750,6.50,9.74,3,29.22,2.25,0.59
S27533100049,08/26/2015,4004,Wal-Mart 4256 / Ames,534 S DUFF AVE,AMES,50010,POINT (-93.610343 42.017115),85,Story,1031080,VODKA 80 PROOF,297,Laird And Company,35918,Five O'clock Vodka,6,1750,7.20,10.80,6,64.80,10.50,2.77
S13068600005,07/01/2013,3616,Laurens Food Pride,410 W MAIN ST,LAURENS,50554,POINT (-94.853219 42.846725),76,Pocahontas,1031080,VODKA 80 PROOF,297,Laird And Company,35917,Five O'clock Vodka,12,1000,4.17,6.25,24,150.00,24.00,6.34
S08180200021,10/09/2012,4490,Casey's General Store #2766 / Cedar,380 33RD AVE SW,CEDAR RAPIDS,52404,POINT (-91.67222100000001 41.944954),57,Linn,1011100,BLENDED WHISKIES,260,Diageo Americas,25604,Seagrams 7 Crown Bl Whiskey,24,375,3.50,5.25,10,52.50,3.75,0.99
S05596800017,05/17/2012,2630,Hy-Vee Drugstore #2 / WDM,1010  60TH ST,WEST DES MOINES,50266,POINT (-93.790534 41.584979),77,Polk,1031200,VODKA FLAVORED,259,Heaven Hill Brands,41316,Burnetts Raspberry Vodka,12,750,4.55,6.82,12,81.84,9.00,2.38
S25204700021,04/22/2015,4023,Wal-Mart 1389 / Boone,1515 SE MARSHALL ST,BOONE,50036,POINT (-93.869892 42.035093),08,Boone,1031080,VODKA 80 PROOF,380,Phillips Beverage Company,37348,Phillips Vodka,6,1750,7.60,11.40,6,68.40,10.50,2.77
S21596800141,10/06/2014,2560,Hy-Vee Food Store / Marion,3600 BUSINESS HWY 151 EAST,MARION,52302,,57,Linn,1011200,STRAIGHT BOURBON WHISKIES,259,Heaven Hill Brands,17127,Cabin Still Str Bourbon,12,1000,5.00,7.50,6,45.00,6.00,1.59
S03578300005,01/16/2012,3798,Old Calliope Liquor,2021 AVE E,HAWARDEN,51023,POINT (-96.487949 43.008899),84,Sioux,1051110,BLACKBERRY BRANDIES,55,Sazerac North America,55066,Mr. Boston Blackberry Brandy,12,750,4.12,6.37,12,76.44,9.00,2.38
S23111600023,12/22/2014,4334,Fareway Stores #114 / Dubuque,2050 JOHN F KENNEDY RD,DUBUQUE,52001,,31,Dubuque,1062300,FLAVORED RUM,35,"Bacardi U.S.A., Inc.",43209,Bacardi Black Razz,12,750,7.75,12.00,3,36.00,2.25,0.59
S08786500071,11/06/2012,2601,Hy-Vee Food Store / Fairfield,1300 WEST BURLINGTON AVE,FAIRFIELD,52556,POINT (-91.978702 41.006456),51,Jefferson,1081030,COFFEE LIQUEURS,434,Luxco-St Louis,72816,Caffe Lolita Coffee Liqueur,12,750,5.00,7.50,2,15.00,1.50,0.40
S16489900001,12/30/2013,3842,Bancroft Liquor Store,107 N PORTLAND ST PO BX 222,BANCROFT,50517,POINT (-94.218 43.29355),55,Kossuth,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19067,Jim Beam,12,1000,12.08,18.12,12,217.44,12.00,3.17
